  QueueTimes | ServiceTimes | SojournTimes
       1.076 |        0.933 |        2.009
       1.109 |        1.276 |        2.385
       1.355 |        1.272 |        2.627
       2.093 |        1.243 |        3.337
       1.104 |        1.276 |        2.381
       2.423 |        1.248 |        3.672
       2.470 |        1.267 |        3.737
       1.084 |        0.975 |        2.059
       1.185 |        0.951 |        2.137
       1.194 |        0.954 |        2.149
       1.091 |        0.978 |        2.068
       1.444 |        1.057 |        2.501
       1.087 |        1.107 |        2.194
       1.436 |        1.101 |        2.537
       1.085 |        1.131 |        2.215
       1.674 |        1.104 |        2.778
       2.353 |        1.134 |        3.486
       1.304 |        1.101 |        2.405
       1.106 |        1.021 |        2.127
       2.133 |        1.010 |        3.143
       1.084 |        1.019 |        2.103
       1.053 |        1.015 |        2.068
       1.104 |        1.028 |        2.132
       1.036 |        1.055 |        2.092
       1.097 |        1.040 |        2.137
       1.064 |        1.202 |        2.266
       1.099 |        1.062 |        2.161
       1.183 |        1.197 |        2.380
       2.182 |        1.041 |        3.223
       3.084 |        1.037 |        4.121
       1.248 |        1.119 |        2.367
       1.069 |        0.870 |        1.939
       1.373 |        0.867 |        2.241
       1.380 |        0.846 |        2.226
       1.096 |        1.123 |        2.218
       1.163 |        1.231 |        2.394
       1.087 |        1.648 |        2.735
       2.302 |        1.492 |        3.794
       3.341 |        1.453 |        4.794
       4.421 |        1.534 |        5.955
       5.168 |        1.448 |        6.617
       2.990 |        1.540 |        4.530
       4.568 |        1.501 |        6.069
       3.708 |        1.513 |        5.220
       3.369 |        1.443 |        4.812
       2.977 |        0.871 |        3.849
       2.273 |        0.889 |        3.162
       1.072 |        0.965 |        2.037
       1.588 |        0.727 |        2.315
       2.001 |        0.720 |        2.721
       1.123 |        0.922 |        2.045
       1.091 |        0.777 |        1.868
       1.440 |        0.723 |        2.163
       1.113 |        0.841 |        1.954
       1.258 |        1.027 |        2.286
       1.106 |        1.362 |        2.468
       1.331 |        1.040 |        2.371
       2.146 |        0.993 |        3.139
       2.841 |        1.050 |        3.891
       2.884 |        1.001 |        3.885
       2.632 |        1.035 |        3.668
       3.370 |        1.027 |        4.397
       2.747 |        0.990 |        3.737
       3.018 |        0.979 |        3.997
       3.736 |        1.038 |        4.774
       1.094 |        1.045 |        2.139
       2.200 |        1.004 |        3.204
       1.089 |        1.122 |        2.211
       1.067 |        1.006 |        2.073
       1.871 |        0.968 |        2.839
       2.416 |        0.944 |        3.360
       2.657 |        0.907 |        3.565
       1.098 |        0.987 |        2.086
       1.237 |        0.991 |        2.229
       1.005 |        0.795 |        1.800
       1.098 |        1.114 |        2.212
       1.294 |        1.019 |        2.313
       1.079 |        1.073 |        2.151
       1.600 |        1.045 |        2.646
       1.074 |        1.055 |        2.129
       1.824 |        1.083 |        2.907
       1.218 |        1.121 |        2.339
       1.104 |        1.152 |        2.257
       2.284 |        1.064 |        3.349
       1.582 |        0.918 |        2.501
       1.081 |        1.076 |        2.157
       1.647 |        0.904 |        2.551
       1.096 |        1.285 |        2.381
       1.307 |        1.279 |        2.585
       2.401 |        1.251 |        3.652
       3.058 |        1.267 |        4.326
       3.424 |        1.171 |        4.595
       3.977 |        1.187 |        5.164
       4.535 |        1.187 |        5.721
       4.827 |        1.188 |        6.015
       1.090 |        0.996 |        2.086
       1.848 |        0.988 |        2.835
       1.648 |        0.948 |        2.596
       1.713 |        0.970 |        2.683
       1.234 |        0.925 |        2.159
       1.079 |        1.168 |        2.247
       1.076 |        1.119 |        2.195
       1.225 |        1.141 |        2.366
       2.106 |        1.057 |        3.163
       2.077 |        1.063 |        3.140
       1.096 |        1.158 |        2.255
       1.099 |        1.306 |        2.405
       1.647 |        1.061 |        2.708
       2.687 |        1.056 |        3.744
       1.095 |        1.072 |        2.167
       1.035 |        1.121 |        2.156
       2.012 |        0.935 |        2.947
       1.084 |        1.180 |        2.264
       1.629 |        1.074 |        2.704
       1.076 |        1.130 |        2.206
       1.371 |        1.038 |        2.409
       1.076 |        1.093 |        2.169
       1.021 |        1.161 |        2.183
       2.046 |        1.094 |        3.140
       3.029 |        1.055 |        4.084
       2.479 |        1.092 |        3.571
       1.099 |        1.116 |        2.215
       1.477 |        1.053 |        2.530
       1.040 |        1.141 |        2.181
       2.144 |        1.118 |        3.262
       3.005 |        1.118 |        4.124
       3.740 |        1.056 |        4.796
       4.468 |        1.101 |        5.569
       3.784 |        0.903 |        4.687
       4.261 |        0.916 |        5.177
       1.207 |        0.947 |        2.154
       1.069 |        1.170 |        2.239
       1.594 |        0.941 |        2.536
       1.579 |        0.928 |        2.507
       1.714 |        0.904 |        2.618
       1.111 |        1.030 |        2.142
       1.122 |        1.053 |        2.175
       1.683 |        1.059 |        2.743
       1.351 |        1.021 |        2.372
       1.086 |        1.038 |        2.124
       1.738 |        1.047 |        2.785
       1.088 |        0.989 |        2.076
       1.121 |        0.965 |        2.086
       1.231 |        0.977 |        2.208
       1.072 |        1.129 |        2.201
       2.028 |        1.098 |        3.126
       2.742 |        1.213 |        3.955
       3.149 |        1.171 |        4.320
       2.934 |        1.173 |        4.107
       1.079 |        1.373 |        2.452
       2.291 |        1.160 |        3.451
       2.907 |        1.176 |        4.083
       1.085 |        1.012 |        2.097
       1.839 |        0.935 |        2.773
       1.058 |        1.111 |        2.170
       1.078 |        1.018 |        2.097
       1.090 |        0.956 |        2.046
       1.077 |        1.122 |        2.198
       1.260 |        1.110 |        2.370
       1.097 |        1.132 |        2.229
       2.184 |        1.117 |        3.301
       2.965 |        1.040 |        4.005
       3.935 |        1.089 |        5.024
       3.266 |        1.035 |        4.301
       1.244 |        1.272 |        2.516
       1.876 |        1.099 |        2.975
       1.256 |        1.056 |        2.312
       1.229 |        1.121 |        2.350
       1.705 |        1.097 |        2.802
       1.288 |        1.055 |        2.344
       1.156 |        1.122 |        2.277
       2.118 |        1.082 |        3.200
       1.081 |        1.272 |        2.353
       1.533 |        1.054 |        2.588
       2.312 |        1.018 |        3.330
       1.096 |        0.819 |        1.915
       1.840 |        0.808 |        2.648
       1.027 |        0.786 |        1.812
       1.007 |        0.979 |        1.987
       1.794 |        0.811 |        2.605
       1.676 |        0.869 |        2.546
       1.471 |        0.818 |        2.289
       2.266 |        0.821 |        3.088
       3.006 |        0.820 |        3.826
       3.635 |        0.834 |        4.469
       4.282 |        0.837 |        5.119
       3.389 |        0.782 |        4.171
       3.234 |        0.781 |        4.015
       3.829 |        0.788 |        4.617
       2.973 |        0.749 |        3.722
       2.674 |        0.762 |        3.436
       2.712 |        0.815 |        3.527
       1.388 |        0.771 |        2.159
       2.117 |        0.729 |        2.847
       1.131 |        0.751 |        1.883
       1.087 |        1.034 |        2.120
       1.970 |        0.963 |        2.934
       1.159 |        1.157 |        2.316
       2.180 |        0.909 |        3.090
       1.084 |        1.070 |        2.154
       1.085 |        0.932 |        2.017
       1.110 |        0.972 |        2.082
       1.722 |        0.908 |        2.631
       1.149 |        1.211 |        2.360
       1.522 |        0.771 |        2.293
       1.249 |        0.943 |        2.192
       1.916 |        0.796 |        2.712
       1.210 |        0.787 |        1.997
       1.105 |        1.035 |        2.140
       1.071 |        0.980 |        2.052
       2.222 |        0.792 |        3.014
       1.159 |        1.085 |        2.243
       0.988 |        1.066 |        2.054
       1.078 |        1.101 |        2.179
       1.751 |        1.031 |        2.782
       1.064 |        1.061 |        2.126
       1.098 |        1.136 |        2.234
       1.507 |        1.057 |        2.564
       1.048 |        1.113 |        2.161
       1.368 |        1.133 |        2.501
       2.437 |        1.055 |        3.493
       2.094 |        1.052 |        3.146
       1.133 |        1.090 |        2.223
       2.029 |        0.990 |        3.019
       2.786 |        1.004 |        3.790
       0.999 |        1.094 |        2.094
       1.095 |        0.790 |        1.885
       1.130 |        1.131 |        2.261
       1.107 |        1.358 |        2.465
       2.462 |        1.131 |        3.593
       2.840 |        1.126 |        3.967
       3.753 |        1.193 |        4.947
       1.939 |        1.169 |        3.108
       2.414 |        1.134 |        3.548
       2.633 |        1.109 |        3.742
       3.007 |        1.109 |        4.116
       1.532 |        1.002 |        2.534
       1.667 |        0.996 |        2.664
       1.868 |        0.999 |        2.866
       1.990 |        0.973 |        2.963
       2.885 |        0.985 |        3.870
       1.089 |        0.945 |        2.034
       1.085 |        1.166 |        2.251
       1.079 |        1.150 |        2.228
       1.075 |        1.011 |        2.086
       1.080 |        1.246 |        2.326
       2.366 |        1.227 |        3.593
       1.106 |        1.280 |        2.386
       2.132 |        1.248 |        3.379
       3.186 |        1.247 |        4.434
       3.234 |        1.242 |        4.476
       3.857 |        1.179 |        5.036
       4.852 |        1.160 |        6.012
       4.697 |        1.167 |        5.863
       5.896 |        0.892 |        6.788
       1.086 |        0.894 |        1.980
       1.081 |        0.922 |        2.002
       1.302 |        0.869 |        2.171
       1.170 |        1.070 |        2.240
       1.141 |        0.864 |        2.005
       1.030 |        1.004 |        2.034
       1.047 |        1.010 |        2.056
       1.081 |        1.168 |        2.250
       1.064 |        1.319 |        2.383
       1.088 |        1.342 |        2.430
       1.072 |        1.420 |        2.491
       1.440 |        1.241 |        2.681
       1.108 |        1.341 |        2.449
       1.953 |        1.244 |        3.198
       1.079 |        1.158 |        2.237
       1.073 |        1.125 |        2.198
       1.063 |        1.243 |        2.307
       1.088 |        1.285 |        2.373
       1.773 |        1.208 |        2.981
       2.284 |        1.187 |        3.471
       1.113 |        1.243 |        2.356
       1.100 |        1.293 |        2.393
       2.277 |        1.212 |        3.490
       2.255 |        1.250 |        3.505
       1.133 |        1.173 |        2.307
       1.072 |        0.983 |        2.054
       1.033 |        1.148 |        2.181
       1.747 |        0.973 |        2.720
       1.089 |        1.087 |        2.176
       1.100 |        1.180 |        2.281
       1.087 |        1.203 |        2.291
       1.986 |        1.144 |        3.131
       2.300 |        1.124 |        3.424
       1.154 |        1.240 |        2.394
       1.936 |        1.205 |        3.141
       3.025 |        1.190 |        4.215
       3.067 |        1.144 |        4.211
       3.843 |        1.040 |        4.883
       4.838 |        1.023 |        5.861
       5.555 |        1.027 |        6.582
       5.481 |        0.992 |        6.473
       5.785 |        1.029 |        6.813
       5.008 |        0.987 |        5.994
       1.044 |        1.066 |        2.110
       1.440 |        1.045 |        2.485
       1.099 |        1.044 |        2.143
       1.983 |        1.038 |        3.021
       1.096 |        1.124 |        2.220
       1.092 |        1.058 |        2.150
       1.090 |        1.458 |        2.548
       2.505 |        1.385 |        3.890
       3.566 |        1.354 |        4.919
       2.529 |        1.405 |        3.934
       1.191 |        1.492 |        2.683
       2.477 |        1.073 |        3.550
       3.461 |        1.013 |        4.474
       1.949 |        1.009 |        2.958
       1.093 |        1.169 |        2.262
       1.742 |        0.997 |        2.738
       1.181 |        1.096 |        2.277
       1.740 |        1.112 |        2.852
       2.125 |        1.052 |        3.178
       2.453 |        1.071 |        3.524
       2.936 |        1.075 |        4.012
       2.991 |        1.029 |        4.020
       3.465 |        1.060 |        4.525
       4.345 |        1.028 |        5.373
       5.292 |        1.034 |        6.326
       3.632 |        1.083 |        4.714
       4.042 |        0.999 |        5.041
       2.920 |        1.010 |        3.930
       3.249 |        1.017 |        4.266
       1.070 |        1.104 |        2.174
       1.064 |        0.894 |        1.958
       1.083 |        1.460 |        2.543
       2.510 |        1.239 |        3.749
       3.054 |        1.286 |        4.340
       1.083 |        1.374 |        2.457
       1.933 |        1.249 |        3.182
       1.079 |        1.232 |        2.311
       1.588 |        0.998 |        2.586
       1.084 |        1.383 |        2.467
       1.702 |        1.301 |        3.002
       1.096 |        1.260 |        2.355
       1.086 |        1.385 |        2.471
       2.056 |        1.399 |        3.455
       2.802 |        1.021 |        3.824
       3.500 |        1.051 |        4.551
       4.292 |        1.009 |        5.300
       4.029 |        1.010 |        5.040
       3.540 |        1.084 |        4.624
       1.673 |        1.012 |        2.686
       1.991 |        1.007 |        2.998
       1.078 |        1.000 |        2.078
       1.082 |        1.121 |        2.203
       1.083 |        1.282 |        2.365
       1.079 |        1.347 |        2.426
       1.084 |        1.409 |        2.493
       2.422 |        1.287 |        3.710
       1.096 |        1.323 |        2.419
       1.095 |        1.056 |        2.151
       1.092 |        1.041 |        2.133
       1.113 |        1.177 |        2.290
       1.073 |        1.180 |        2.252
       1.018 |        1.281 |        2.299
       2.333 |        1.050 |        3.383
       2.129 |        1.086 |        3.215
       2.020 |        1.125 |        3.145
       2.997 |        0.980 |        3.977
       3.274 |        0.959 |        4.233
       3.522 |        0.977 |        4.499
       1.085 |        0.994 |        2.079
       1.102 |        1.245 |        2.348
       2.314 |        1.039 |        3.353
       3.123 |        1.089 |        4.212
       3.686 |        1.038 |        4.724
       4.130 |        1.023 |        5.152
       2.921 |        1.005 |        3.926
       1.057 |        1.073 |        2.130
       1.045 |        1.079 |        2.124
       1.593 |        1.082 |        2.675
       1.780 |        1.047 |        2.827
       2.549 |        1.004 |        3.553
       1.072 |        0.997 |        2.069
       0.987 |        1.185 |        2.173
       2.249 |        0.918 |        3.166
       2.088 |        0.992 |        3.080
       1.244 |        0.925 |        2.170
       1.071 |        0.998 |        2.069
       1.087 |        0.926 |        2.013
       1.079 |        1.158 |        2.237
       1.073 |        1.233 |        2.306
       2.070 |        1.095 |        3.165
       1.080 |        1.288 |        2.369
       1.464 |        1.210 |        2.675
       1.084 |        1.185 |        2.269
       1.149 |        1.208 |        2.358
       1.083 |        1.274 |        2.357
       2.121 |        1.106 |        3.226
       1.082 |        1.156 |        2.237
       1.784 |        0.881 |        2.665
       2.063 |        0.869 |        2.931
       2.962 |        0.857 |        3.819
       3.564 |        0.824 |        4.389
       3.554 |        0.829 |        4.383
       3.295 |        0.872 |        4.167
       1.393 |        0.870 |        2.263
       1.434 |        0.825 |        2.259
       1.080 |        0.939 |        2.019
       1.068 |        0.993 |        2.061
       2.098 |        0.968 |        3.066
       1.604 |        0.923 |        2.527
       1.100 |        1.319 |        2.419
       2.123 |        1.138 |        3.261
       1.964 |        1.197 |        3.161
       1.345 |        1.122 |        2.467
       1.067 |        1.324 |        2.390
       1.098 |        1.113 |        2.211
       1.045 |        1.191 |        2.236
       1.533 |        1.101 |        2.634
       1.080 |        1.015 |        2.095
       1.774 |        0.908 |        2.682
       1.065 |        0.793 |        1.858
       1.097 |        0.736 |        1.833
       1.079 |        0.761 |        1.840
       1.080 |        1.151 |        2.231
       1.078 |        1.511 |        2.589
       1.239 |        1.410 |        2.649
       1.568 |        1.347 |        2.915
       1.096 |        1.432 |        2.528
       2.101 |        1.361 |        3.462
       1.070 |        1.091 |        2.161
       1.843 |        1.004 |        2.847
       1.153 |        1.230 |        2.383
       1.223 |        1.089 |        2.312
       1.813 |        1.026 |        2.839
       1.995 |        1.075 |        3.070
       1.746 |        1.071 |        2.817
       1.528 |        1.022 |        2.550
       1.087 |        1.049 |        2.136
       1.749 |        1.024 |        2.774
       1.096 |        1.046 |        2.142
       1.723 |        1.033 |        2.756
       1.849 |        1.018 |        2.866
       2.586 |        0.844 |        3.430
       1.909 |        0.809 |        2.718
       2.105 |        0.799 |        2.903
       2.064 |        0.770 |        2.834
       1.963 |        0.862 |        2.825
       1.095 |        0.845 |        1.940
       1.797 |        0.807 |        2.604
       1.728 |        0.793 |        2.521
       1.095 |        0.852 |        1.946
       1.099 |        0.780 |        1.880
       1.078 |        1.028 |        2.106
       1.051 |        1.012 |        2.064
       1.075 |        1.028 |        2.103
       1.152 |        1.025 |        2.178
       1.054 |        1.137 |        2.191
       1.094 |        1.145 |        2.239
       1.055 |        1.294 |        2.349
       1.479 |        1.107 |        2.586
       1.075 |        0.963 |        2.038
       1.111 |        1.331 |        2.442
       1.682 |        1.204 |        2.886
       1.844 |        1.109 |        2.953
       2.246 |        1.164 |        3.410
       1.688 |        1.045 |        2.733
       1.311 |        1.038 |        2.349
       1.093 |        0.851 |        1.945
       1.860 |        0.817 |        2.677
       2.005 |        0.795 |        2.800
       1.085 |        1.053 |        2.138
       1.101 |        1.018 |        2.120
       1.116 |        0.871 |        1.987
       1.979 |        0.830 |        2.809
       1.083 |        0.881 |        1.964
       1.321 |        0.829 |        2.150
       1.116 |        0.937 |        2.052
       1.186 |        0.816 |        2.002
       1.195 |        1.083 |        2.279
       1.612 |        0.997 |        2.609
       1.078 |        0.853 |        1.932
       1.556 |        0.783 |        2.339
       1.103 |        0.857 |        1.960
       1.682 |        0.876 |        2.558
       2.098 |        0.907 |        3.004
       2.629 |        0.873 |        3.502
       2.715 |        0.831 |        3.546
       3.419 |        0.829 |        4.248
       3.077 |        0.864 |        3.941
       1.754 |        0.832 |        2.586
       1.099 |        1.215 |        2.314
       1.081 |        1.081 |        2.161
       1.109 |        1.299 |        2.407
       2.282 |        1.093 |        3.375
       3.041 |        1.063 |        4.104
       3.040 |        1.064 |        4.105
       1.190 |        1.150 |        2.340
       1.777 |        1.119 |        2.897
       2.031 |        1.077 |        3.108
       2.518 |        1.097 |        3.615
       1.849 |        1.103 |        2.952
       1.083 |        1.122 |        2.205
       1.328 |        1.065 |        2.393
       1.056 |        0.983 |        2.040
       1.109 |        0.982 |        2.091
       1.089 |        1.423 |        2.512
       1.812 |        1.269 |        3.081
       1.097 |        1.264 |        2.361
       1.074 |        1.377 |        2.450
       1.860 |        1.249 |        3.108
       1.089 |        1.177 |        2.266
       1.075 |        1.053 |        2.129
       1.116 |        1.010 |        2.126
       1.036 |        1.227 |        2.263
       1.088 |        1.345 |        2.434
       2.205 |        1.190 |        3.395
       2.404 |        1.199 |        3.604
       1.085 |        1.182 |        2.266
       1.085 |        1.250 |        2.336
       1.206 |        1.151 |        2.357
       1.118 |        1.224 |        2.342
       1.758 |        1.115 |        2.873
       1.076 |        1.217 |        2.293
       1.046 |        1.183 |        2.229
       0.978 |        1.330 |        2.308
       1.019 |        1.133 |        2.153
       1.197 |        0.986 |        2.184
       1.083 |        1.339 |        2.422
       1.112 |        1.386 |        2.498
       1.259 |        1.214 |        2.473
       1.076 |        1.276 |        2.353
       1.107 |        1.208 |        2.315
       1.100 |        1.620 |        2.721
       2.478 |        1.069 |        3.547
       2.666 |        1.229 |        3.895
       1.107 |        1.453 |        2.560
       1.198 |        1.489 |        2.687
       1.063 |        1.461 |        2.524
       2.047 |        1.476 |        3.523
       1.875 |        1.450 |        3.325
       1.823 |        1.494 |        3.317
       2.262 |        0.995 |        3.257
       1.163 |        0.980 |        2.143
       1.094 |        0.832 |        1.926
       1.560 |        0.811 |        2.370
       1.293 |        0.806 |        2.098
       1.218 |        1.020 |        2.239
       2.040 |        0.981 |        3.021
       2.382 |        0.974 |        3.356
       3.308 |        0.984 |        4.292
       3.194 |        0.992 |        4.186
       1.061 |        0.992 |        2.053
       1.171 |        0.946 |        2.117
       1.097 |        1.116 |        2.213
       1.870 |        0.923 |        2.793
       1.878 |        0.923 |        2.800
       1.090 |        1.245 |        2.335
       1.762 |        1.140 |        2.902
       1.078 |        1.140 |        2.218
       1.967 |        1.139 |        3.106
       1.089 |        1.169 |        2.258
