  QueueTimes | ServiceTimes | SojournTimes
    3712.476 |        5.228 |     3717.703
    3716.939 |        5.151 |     3722.090
    3717.192 |        5.209 |     3722.401
    3718.353 |        5.185 |     3723.538
    3720.036 |        5.713 |     3725.749
    3723.142 |        5.008 |     3728.150
    3721.593 |        5.569 |     3727.161
    3721.357 |        5.271 |     3726.628
    3717.288 |        5.423 |     3722.711
    3721.000 |        5.211 |     3726.211
    3721.306 |        5.321 |     3726.626
    3721.328 |        5.361 |     3726.689
    3722.265 |        5.432 |     3727.697
    3725.705 |        5.313 |     3731.017
    3718.698 |        5.370 |     3724.067
    3722.419 |        5.261 |     3727.680
    3721.653 |        5.450 |     3727.104
    3724.231 |        5.292 |     3729.523
    3724.818 |        5.382 |     3730.200
    3727.028 |        5.296 |     3732.324
    3727.548 |        5.488 |     3733.036
    3728.012 |        5.346 |     3733.358
    3728.831 |        5.540 |     3734.371
    3732.546 |        5.312 |     3737.858
    3732.093 |        5.416 |     3737.509
    3734.384 |        5.367 |     3739.752
    3736.171 |        5.665 |     3741.836
    3735.694 |        5.380 |     3741.074
    3735.578 |        5.653 |     3741.232
    3736.097 |        5.425 |     3741.522
    3737.302 |        5.342 |     3742.643
    3739.261 |        5.236 |     3744.497
    3737.540 |        5.580 |     3743.120
    3739.323 |        5.429 |     3744.752
    3733.331 |        5.351 |     3738.682
    3736.018 |        5.309 |     3741.327
    3738.507 |        5.653 |     3744.161
    3738.617 |        5.903 |     3744.520
    3738.938 |        5.512 |     3744.449
    3741.557 |        5.605 |     3747.163
    3743.008 |        5.597 |     3748.605
    3744.390 |        5.398 |     3749.788
    3743.436 |        5.533 |     3748.969
    3744.956 |        5.479 |     3750.435
    3747.090 |        5.391 |     3752.481
    3749.722 |        5.344 |     3755.066
    3751.826 |        5.525 |     3757.352
    3754.049 |        5.562 |     3759.611
    3753.110 |        6.321 |     3759.431
    3756.244 |        5.872 |     3762.116
    3757.280 |        5.636 |     3762.916
    3758.097 |        5.506 |     3763.603
    3759.396 |        5.394 |     3764.790
    3760.407 |        5.271 |     3765.677
    3760.672 |        5.517 |     3766.189
    3762.621 |        5.359 |     3767.980
    3765.618 |        5.365 |     3770.983
    3765.639 |        5.333 |     3770.972
    3767.909 |        5.623 |     3773.532
    3769.716 |        5.441 |     3775.157
    3763.143 |        5.417 |     3768.561
    3761.898 |        5.397 |     3767.294
    3763.470 |        5.376 |     3768.846
    3764.329 |        5.383 |     3769.712
    3767.561 |        5.344 |     3772.905
    3769.348 |        5.319 |     3774.667
    3771.883 |        5.403 |     3777.286
    3772.603 |        5.305 |     3777.908
    3775.892 |        5.470 |     3781.363
    3776.126 |        5.347 |     3781.474
    3779.161 |        5.475 |     3784.636
    3780.701 |        5.458 |     3786.159
    3780.874 |        5.443 |     3786.317
    3782.606 |        5.328 |     3787.934
    3783.551 |        5.443 |     3788.994
    3781.236 |        5.278 |     3786.514
    3784.944 |        5.399 |     3790.343
    3786.014 |        5.282 |     3791.297
    3789.401 |        5.456 |     3794.857
    3787.122 |        5.304 |     3792.427
    3790.592 |        5.318 |     3795.910
    3790.451 |        5.141 |     3795.592
    3792.871 |        5.480 |     3798.351
    3792.960 |        5.309 |     3798.270
    3792.465 |        5.339 |     3797.804
    3792.749 |        5.124 |     3797.874
    3795.809 |        5.262 |     3801.071
    3796.111 |        5.267 |     3801.378
    3791.670 |        5.169 |     3796.838
    3790.212 |        5.081 |     3795.293
    3794.990 |        5.163 |     3800.152
    3793.689 |        5.246 |     3798.935
    3790.171 |        5.216 |     3795.386
    3790.103 |        5.302 |     3795.405
    3792.757 |        5.193 |     3797.950
    3792.163 |        5.077 |     3797.241
    3796.869 |        5.109 |     3801.978
    3796.685 |        5.177 |     3801.862
    3800.639 |        5.133 |     3805.772
    3800.482 |        5.196 |     3805.679
    3804.730 |        5.148 |     3809.878
    3804.297 |        5.140 |     3809.438
    3802.977 |        5.168 |     3808.144
    3803.117 |        5.218 |     3808.335
    3806.900 |        5.132 |     3812.032
    3806.384 |        5.254 |     3811.638
    3809.958 |        5.427 |     3815.385
    3805.643 |        5.383 |     3811.026
    3807.452 |        5.567 |     3813.019
    3806.858 |        5.656 |     3812.514
    3811.937 |        5.665 |     3817.601
    3811.335 |        5.578 |     3816.913
    3814.230 |        5.121 |     3819.351
    3810.791 |        5.267 |     3816.058
    3814.980 |        5.167 |     3820.147
    3815.413 |        5.238 |     3820.650
    3816.176 |        5.209 |     3821.386
    3814.453 |        5.264 |     3819.717
    3819.210 |        5.148 |     3824.359
    3814.028 |        5.147 |     3819.175
    3818.297 |        5.194 |     3823.491
    3816.855 |        5.242 |     3822.097
    3820.909 |        5.135 |     3826.045
    3817.262 |        5.144 |     3822.406
    3819.066 |        5.150 |     3824.216
    3819.298 |        5.166 |     3824.464
    3824.075 |        5.185 |     3829.260
    3822.996 |        5.220 |     3828.216
    3825.347 |        5.187 |     3830.534
    3825.056 |        5.293 |     3830.349
    3827.377 |        5.112 |     3832.489
    3827.845 |        5.112 |     3832.957
    3832.347 |        5.267 |     3837.614
    3832.410 |        5.319 |     3837.729
    3837.091 |        5.115 |     3842.207
    3835.768 |        5.097 |     3840.865
    3840.173 |        5.135 |     3845.308
    3833.182 |        5.241 |     3838.422
    3836.866 |        5.241 |     3842.107
    3836.757 |        5.165 |     3841.922
    3840.655 |        5.150 |     3845.805
    3840.157 |        5.201 |     3845.358
    3842.753 |        5.165 |     3847.918
    3840.461 |        5.191 |     3845.651
    3844.862 |        5.145 |     3850.007
    3843.948 |        5.155 |     3849.103
    3847.302 |        5.117 |     3852.419
    3847.369 |        5.160 |     3852.529
    3850.377 |        5.141 |     3855.518
    3846.516 |        5.227 |     3851.743
    3846.956 |        5.168 |     3852.124
    3846.102 |        5.179 |     3851.281
    3850.793 |        5.193 |     3855.986
    3850.902 |        5.175 |     3856.077
    3854.968 |        5.119 |     3860.086
    3853.973 |        5.227 |     3859.199
    3852.678 |        5.141 |     3857.818
    3852.961 |        5.103 |     3858.064
    3857.293 |        5.060 |     3862.353
    3852.407 |        5.180 |     3857.587
    3856.987 |        5.117 |     3862.104
    3853.671 |        5.166 |     3858.837
    3856.779 |        5.124 |     3861.903
    3856.036 |        5.140 |     3861.176
    3855.381 |        5.130 |     3860.510
    3854.880 |        5.185 |     3860.065
    3858.385 |        5.146 |     3863.531
    3858.836 |        5.188 |     3864.024
    3863.356 |        5.150 |     3868.506
    3863.780 |        5.176 |     3868.956
    3866.851 |        5.117 |     3871.968
    3858.837 |        5.147 |     3863.984
    3863.179 |        5.199 |     3868.377
    3861.927 |        5.236 |     3867.163
    3864.219 |        5.152 |     3869.370
    3864.166 |        5.145 |     3869.312
    3867.547 |        5.140 |     3872.687
    3864.133 |        5.169 |     3869.301
    3868.935 |        5.130 |     3874.065
    3866.573 |        5.243 |     3871.816
    3870.641 |        5.141 |     3875.782
    3870.878 |        5.159 |     3876.037
    3871.333 |        5.298 |     3876.631
    3871.801 |        5.449 |     3877.251
    3874.925 |        5.227 |     3880.152
    3874.375 |        5.121 |     3879.495
    3878.913 |        5.158 |     3884.071
    3878.407 |        5.142 |     3883.549
    3882.252 |        5.108 |     3887.360
    3882.636 |        5.169 |     3887.805
    3887.409 |        5.181 |     3892.590
    3887.671 |        5.166 |     3892.837
    3892.419 |        5.200 |     3897.619
    3891.076 |        5.349 |     3896.425
    3895.180 |        6.157 |     3901.337
    3895.433 |        5.924 |     3901.357
    3899.684 |        5.182 |     3904.865
    3898.903 |        5.357 |     3904.260
    3903.251 |        5.100 |     3908.351
    3901.532 |        5.165 |     3906.697
    3906.352 |        5.173 |     3911.525
    3904.595 |        5.152 |     3909.747
    3907.927 |        5.127 |     3913.054
    3908.160 |        5.221 |     3913.382
    3910.942 |        5.232 |     3916.174
    3911.303 |        5.343 |     3916.646
    3912.396 |        5.205 |     3917.601
    3910.340 |        5.127 |     3915.467
    3913.879 |        5.171 |     3919.049
    3913.969 |        5.262 |     3919.231
    3915.866 |        5.205 |     3921.071
    3915.480 |        5.182 |     3920.662
    3917.773 |        5.169 |     3922.942
    3918.025 |        5.219 |     3923.244
    3921.235 |        5.130 |     3926.365
    3919.998 |        5.179 |     3925.177
    3922.994 |        5.109 |     3928.103
    3923.477 |        5.152 |     3928.629
    3925.569 |        5.158 |     3930.726
    3921.737 |        5.138 |     3926.875
    3924.859 |        5.108 |     3929.966
    3924.838 |        5.200 |     3930.038
    3925.136 |        5.121 |     3930.257
    3923.268 |        5.156 |     3928.424
    3927.358 |        5.188 |     3932.546
    3925.984 |        5.158 |     3931.142
    3930.076 |        5.141 |     3935.218
    3930.463 |        5.247 |     3935.710
    3933.937 |        5.108 |     3939.045
    3931.075 |        5.145 |     3936.220
    3935.710 |        5.129 |     3940.839
    3935.946 |        5.147 |     3941.093
    3935.303 |        5.123 |     3940.426
    3933.931 |        5.177 |     3939.108
    3934.735 |        5.183 |     3939.918
    3932.133 |        5.300 |     3937.432
    3937.039 |        5.160 |     3942.200
    3936.818 |        5.119 |     3941.936
    3941.434 |        5.143 |     3946.577
    3938.836 |        5.179 |     3944.015
    3943.011 |        5.178 |     3948.190
    3942.583 |        5.221 |     3947.804
    3946.744 |        5.118 |     3951.862
    3944.614 |        5.130 |     3949.744
    3948.612 |        5.112 |     3953.724
    3948.214 |        5.159 |     3953.373
    3952.220 |        5.133 |     3957.353
    3952.615 |        5.171 |     3957.786
    3954.428 |        5.276 |     3959.704
    3950.449 |        5.457 |     3955.906
    3951.486 |        5.313 |     3956.799
    3949.000 |        5.234 |     3954.234
    3950.050 |        5.174 |     3955.224
    3950.562 |        5.319 |     3955.881
    3952.910 |        5.249 |     3958.159
    3953.276 |        5.132 |     3958.407
    3957.899 |        5.275 |     3963.173
    3957.147 |        5.404 |     3962.552
    3961.522 |        5.391 |     3966.913
    3961.926 |        5.759 |     3967.685
    3965.599 |        5.377 |     3970.975
    3966.570 |        5.034 |     3971.604
    3965.159 |        5.258 |     3970.417
    3963.470 |        5.096 |     3968.566
    3967.627 |        5.125 |     3972.753
    3966.534 |        5.128 |     3971.661
    3969.532 |        5.124 |     3974.656
    3967.891 |        5.190 |     3973.081
    3970.892 |        5.183 |     3976.075
    3966.363 |        5.249 |     3971.613
    3961.284 |        5.139 |     3966.423
    3958.526 |        5.292 |     3963.818
    3953.912 |        5.202 |     3959.113
    3953.307 |        5.113 |     3958.420
    3950.970 |        5.181 |     3956.152
    3950.775 |        5.176 |     3955.951
    3946.277 |        5.060 |     3951.337
    3945.453 |        5.153 |     3950.606
    3949.087 |        5.122 |     3954.209
    3948.089 |        5.148 |     3953.237
    3952.394 |        5.147 |     3957.541
    3951.901 |        5.328 |     3957.229
    3953.719 |        5.230 |     3958.949
    3950.996 |        5.126 |     3956.123
    3955.776 |        5.105 |     3960.882
    3954.905 |        5.162 |     3960.067
    3957.452 |        5.180 |     3962.632
    3953.161 |        5.176 |     3958.338
    3954.434 |        5.096 |     3959.530
    3954.244 |        5.256 |     3959.501
    3957.008 |        5.166 |     3962.174
    3953.561 |        5.137 |     3958.699
    3957.219 |        5.122 |     3962.341
    3957.269 |        5.123 |     3962.392
    3961.377 |        5.080 |     3966.457
    3957.394 |        5.161 |     3962.555
    3961.893 |        5.255 |     3967.149
    3961.907 |        5.271 |     3967.178
    3966.067 |        5.162 |     3971.229
    3966.147 |        5.183 |     3971.329
    3971.003 |        5.131 |     3976.133
    3971.075 |        5.183 |     3976.258
    3974.905 |        5.113 |     3980.018
    3974.584 |        5.133 |     3979.716
    3977.696 |        5.126 |     3982.822
    3972.017 |        5.163 |     3977.180
    3976.294 |        5.097 |     3981.391
    3975.247 |        5.133 |     3980.380
    3980.024 |        5.103 |     3985.127
    3976.176 |        5.184 |     3981.360
    3967.787 |        5.169 |     3972.956
    3963.424 |        5.164 |     3968.588
    3968.329 |        5.106 |     3973.435
    3968.313 |        5.169 |     3973.482
    3970.881 |        5.121 |     3976.001
    3968.466 |        5.196 |     3973.662
    3973.290 |        5.203 |     3978.493
    3973.506 |        5.179 |     3978.685
    3975.990 |        5.052 |     3981.042
    3972.660 |        5.147 |     3977.808
    3977.041 |        5.084 |     3982.125
    3972.978 |        5.127 |     3978.105
    3977.451 |        5.098 |     3982.549
    3977.059 |        5.147 |     3982.206
    3981.221 |        5.106 |     3986.327
    3981.058 |        5.098 |     3986.157
    3984.978 |        5.168 |     3990.146
    3984.781 |        5.345 |     3990.126
    3989.547 |        5.274 |     3994.821
    3989.943 |        5.200 |     3995.143
    3992.235 |        5.105 |     3997.340
    3991.902 |        5.137 |     3997.039
    3994.731 |        5.091 |     3999.822
    3994.367 |        5.175 |     3999.541
    3994.564 |        5.181 |     3999.745
    3990.930 |        5.202 |     3996.132
    3989.933 |        5.077 |     3995.009
    3990.215 |        5.131 |     3995.346
    3994.455 |        5.117 |     3999.572
    3988.387 |        5.272 |     3993.659
    3992.815 |        5.204 |     3998.019
    3981.633 |        5.162 |     3986.796
    3985.837 |        5.120 |     3990.957
    3983.356 |        5.133 |     3988.489
    3987.639 |        5.057 |     3992.696
    3985.835 |        5.204 |     3991.039
    3986.699 |        5.116 |     3991.815
    3986.637 |        5.165 |     3991.802
    3990.924 |        5.091 |     3996.015
    3990.917 |        5.156 |     3996.073
    3995.591 |        5.169 |     4000.760
    3994.692 |        5.263 |     3999.954
    3998.155 |        5.201 |     4003.357
    3995.622 |        5.174 |     4000.796
    3999.900 |        5.108 |     4005.008
    3995.492 |        5.148 |     4000.640
    3994.530 |        5.147 |     3999.678
    3990.502 |        5.230 |     3995.732
    3992.555 |        5.198 |     3997.753
    3990.828 |        5.189 |     3996.017
    3995.721 |        5.066 |     4000.787
    3993.028 |        5.123 |     3998.150
    3995.328 |        5.096 |     4000.424
    3992.973 |        5.168 |     3998.141
    3996.353 |        5.144 |     4001.497
    3994.943 |        5.142 |     4000.086
    3998.174 |        5.087 |     4003.261
    3998.415 |        5.162 |     4003.577
    4002.175 |        5.119 |     4007.295
    4001.262 |        5.198 |     4006.460
    4006.106 |        5.145 |     4011.251
    4005.760 |        5.163 |     4010.923
    4010.004 |        5.104 |     4015.108
    4006.465 |        5.142 |     4011.606
    4006.037 |        5.096 |     4011.133
    4006.347 |        5.180 |     4011.527
    4011.067 |        5.394 |     4016.460
    4010.906 |        5.315 |     4016.221
    4015.555 |        5.008 |     4020.563
    4013.529 |        5.117 |     4018.646
    4015.044 |        5.754 |     4020.797
    4014.381 |        5.554 |     4019.936
    4019.355 |        4.737 |     4024.092
    4018.656 |        4.546 |     4023.202
    4019.191 |        4.576 |     4023.767
    4023.109 |        4.766 |     4027.875
    4021.901 |        4.986 |     4026.888
    4022.018 |        5.571 |     4027.589
    4025.991 |        5.067 |     4031.058
    4024.895 |        5.355 |     4030.250
    4026.415 |        5.084 |     4031.499
    4026.226 |        5.398 |     4031.624
    4026.048 |        5.105 |     4031.154
    4022.221 |        5.463 |     4027.685
    4026.029 |        5.209 |     4031.238
    4022.513 |        5.541 |     4028.054
    4025.389 |        5.131 |     4030.520
    4025.523 |        5.408 |     4030.931
    4025.947 |        5.120 |     4031.067
    4025.025 |        5.341 |     4030.366
    4027.855 |        5.073 |     4032.928
    4028.149 |        5.308 |     4033.457
    4030.530 |        5.063 |     4035.592
    4032.593 |        5.393 |     4037.986
    4035.160 |        5.141 |     4040.301
    4037.950 |        5.340 |     4043.290
    4039.422 |        5.077 |     4044.500
    4041.507 |        5.366 |     4046.873
    4040.791 |        5.061 |     4045.852
    4043.489 |        5.363 |     4048.852
    4040.245 |        5.140 |     4045.385
    4042.346 |        5.555 |     4047.901
    4043.859 |        5.169 |     4049.029
    4046.651 |        5.420 |     4052.071
    4044.702 |        5.034 |     4049.736
    4048.775 |        5.274 |     4054.049
    4048.273 |        5.035 |     4053.308
    4051.290 |        5.183 |     4056.473
    4049.483 |        5.170 |     4054.653
    4053.112 |        5.133 |     4058.245
    4051.247 |        5.148 |     4056.395
    4055.531 |        5.132 |     4060.663
    4053.573 |        5.281 |     4058.854
    4058.249 |        5.227 |     4063.476
    4055.415 |        5.207 |     4060.623
    4059.695 |        5.108 |     4064.802
    4058.006 |        5.172 |     4063.178
    4049.108 |        5.104 |     4054.212
    4047.577 |        5.169 |     4052.747
    4051.132 |        5.175 |     4056.307
    4050.311 |        5.186 |     4055.497
    4053.031 |        5.080 |     4058.111
    4053.028 |        5.131 |     4058.159
    4051.746 |        5.183 |     4056.929
    4051.754 |        5.434 |     4057.188
    4051.896 |        5.311 |     4057.207
    4051.276 |        5.163 |     4056.438
    4055.731 |        5.111 |     4060.842
    4055.185 |        5.171 |     4060.356
    4058.806 |        5.120 |     4063.926
    4057.942 |        5.189 |     4063.131
    4057.640 |        5.143 |     4062.783
    4057.646 |        5.159 |     4062.806
    4060.692 |        5.186 |     4065.878
    4060.577 |        5.351 |     4065.928
    4064.746 |        5.323 |     4070.069
    4064.929 |        5.244 |     4070.173
    4068.534 |        5.164 |     4073.698
    4068.211 |        5.204 |     4073.415
    4072.214 |        5.099 |     4077.314
    4071.778 |        5.165 |     4076.943
    4074.985 |        5.132 |     4080.118
    4075.183 |        5.205 |     4080.388
    4079.280 |        5.204 |     4084.484
    4077.748 |        5.282 |     4083.030
    4081.881 |        5.193 |     4087.074
    4078.400 |        5.150 |     4083.551
    4081.752 |        5.154 |     4086.906
    4078.930 |        5.211 |     4084.141
    4079.078 |        5.115 |     4084.193
    4077.811 |        5.179 |     4082.990
    4081.169 |        5.164 |     4086.332
    4079.381 |        5.322 |     4084.703
    4083.466 |        5.276 |     4088.742
    4080.480 |        5.152 |     4085.632
    4082.270 |        5.106 |     4087.375
    4081.853 |        5.167 |     4087.020
    4085.761 |        5.112 |     4090.873
    4085.370 |        5.180 |     4090.550
    4088.579 |        5.169 |     4093.748
    4085.053 |        5.164 |     4090.217
    4088.532 |        5.106 |     4093.638
    4088.739 |        5.198 |     4093.937
    4093.071 |        5.116 |     4098.187
    4089.088 |        5.215 |     4094.303
    4092.668 |        5.212 |     4097.880
    4091.627 |        5.199 |     4096.826
    4096.607 |        5.141 |     4101.748
    4094.101 |        5.167 |     4099.267
