  QueueTimes | ServiceTimes | SojournTimes
       1.233 |        4.521 |        5.754
       1.155 |        4.563 |        5.719
       1.628 |        4.491 |        6.119
       5.298 |        4.469 |        9.767
       1.229 |        4.555 |        5.784
       4.552 |        4.450 |        9.002
       1.188 |        4.527 |        5.714
       2.881 |        4.476 |        7.357
       1.228 |        4.573 |        5.801
       1.219 |        4.573 |        5.792
       4.920 |        4.504 |        9.425
       7.407 |        4.440 |       11.847
       7.546 |        4.411 |       11.957
       1.246 |        4.517 |        5.763
       1.212 |        4.531 |        5.743
       2.878 |        4.476 |        7.354
       1.179 |        4.534 |        5.712
       5.531 |        4.553 |       10.083
       1.237 |        4.559 |        5.796
       4.583 |        4.472 |        9.055
       1.200 |        4.525 |        5.725
       5.349 |        4.458 |        9.806
       1.221 |        4.516 |        5.738
       1.262 |        4.530 |        5.792
       1.219 |        4.544 |        5.763
       1.217 |        4.520 |        5.737
       1.216 |        4.509 |        5.725
       1.217 |        4.583 |        5.799
       1.712 |        4.495 |        6.208
       1.238 |        4.502 |        5.740
       1.246 |        4.540 |        5.786
       1.201 |        4.504 |        5.704
       1.210 |        4.570 |        5.781
       1.244 |        4.604 |        5.847
       1.236 |        4.617 |        5.853
       2.558 |        4.483 |        7.040
       1.180 |        4.542 |        5.723
       1.560 |        4.471 |        6.031
       1.177 |        4.543 |        5.720
       3.689 |        4.471 |        8.160
       1.157 |        4.448 |        5.605
       1.218 |        4.575 |        5.793
       5.822 |        4.521 |       10.343
       7.468 |        4.508 |       11.976
       6.915 |        4.424 |       11.339
       1.214 |        4.494 |        5.708
       1.213 |        4.517 |        5.731
       4.851 |        4.469 |        9.320
       1.224 |        4.478 |        5.703
       1.221 |        4.509 |        5.730
       4.506 |        4.447 |        8.953
       1.227 |        4.503 |        5.730
       1.155 |        4.585 |        5.740
       1.928 |        4.480 |        6.408
       1.123 |        4.542 |        5.665
       5.030 |        4.457 |        9.487
       1.158 |        4.572 |        5.729
       5.239 |        4.470 |        9.709
       1.235 |        4.509 |        5.745
       1.215 |        4.509 |        5.724
       1.236 |        4.459 |        5.695
       1.165 |        4.545 |        5.710
       1.174 |        4.560 |        5.734
       3.862 |        4.528 |        8.390
       1.733 |        4.534 |        6.267
       1.192 |        4.534 |        5.727
       1.132 |        4.553 |        5.684
       1.235 |        4.532 |        5.767
       3.063 |        4.527 |        7.590
       1.209 |        4.540 |        5.749
       1.208 |        4.515 |        5.722
       4.459 |        4.493 |        8.952
       5.177 |        4.423 |        9.601
       1.331 |        4.558 |        5.890
       1.198 |        4.527 |        5.724
       1.732 |        4.453 |        6.185
       5.285 |        4.452 |        9.736
       3.111 |        4.482 |        7.593
       2.047 |        4.440 |        6.487
       1.238 |        4.533 |        5.771
       1.206 |        4.529 |        5.735
       1.223 |        4.540 |        5.764
       4.196 |        4.491 |        8.687
       2.192 |        4.768 |        6.960
       1.235 |        4.771 |        6.006
       1.478 |        4.598 |        6.076
       1.183 |        4.510 |        5.692
       1.215 |        4.519 |        5.733
       1.230 |        4.549 |        5.780
       1.239 |        4.562 |        5.802
       1.225 |        4.513 |        5.738
       1.201 |        4.586 |        5.787
       2.479 |        4.460 |        6.938
       5.865 |        4.518 |       10.383
       4.788 |        4.484 |        9.271
       1.192 |        4.482 |        5.674
       2.113 |        4.475 |        6.589
       1.264 |        4.546 |        5.809
       3.852 |        4.488 |        8.340
       1.205 |        4.593 |        5.798
       2.435 |        4.583 |        7.017
       1.781 |        4.549 |        6.330
       3.557 |        5.143 |        8.700
       7.940 |        4.443 |       12.382
      10.823 |        4.428 |       15.251
       1.231 |        4.512 |        5.743
       1.226 |        4.549 |        5.775
       1.447 |        4.540 |        5.987
       1.276 |        4.520 |        5.795
       1.214 |        4.536 |        5.750
       1.231 |        4.492 |        5.724
       1.243 |        4.612 |        5.855
       4.593 |        4.498 |        9.092
       7.549 |        4.474 |       12.023
      11.969 |        4.450 |       16.420
       1.249 |        4.524 |        5.772
       1.310 |        4.560 |        5.870
       3.675 |        4.506 |        8.181
       1.282 |        4.520 |        5.802
       1.255 |        4.544 |        5.799
       4.712 |        4.467 |        9.179
       1.441 |        4.465 |        5.906
       1.196 |        4.506 |        5.702
       1.257 |        4.534 |        5.791
       1.201 |        4.523 |        5.725
       1.372 |        4.522 |        5.895
       1.263 |        4.557 |        5.820
       1.257 |        4.498 |        5.754
       1.265 |        4.527 |        5.792
       1.185 |        4.559 |        5.744
       1.529 |        4.570 |        6.098
       1.996 |        4.496 |        6.492
       1.365 |        4.487 |        5.852
       5.071 |        4.423 |        9.494
       7.123 |        4.432 |       11.555
       1.261 |        4.568 |        5.829
       2.344 |        4.556 |        6.900
       3.763 |        4.520 |        8.283
       4.593 |        4.415 |        9.008
       1.235 |        5.115 |        6.350
       1.195 |        4.519 |        5.714
       1.183 |        4.507 |        5.690
       1.194 |        4.517 |        5.712
       1.157 |        4.527 |        5.684
       1.812 |        4.502 |        6.314
       1.164 |        4.558 |        5.723
       1.131 |        4.542 |        5.673
       1.777 |        4.466 |        6.243
       4.749 |        4.498 |        9.247
       2.362 |        4.563 |        6.925
       2.027 |        4.460 |        6.487
       5.715 |        4.423 |       10.138
       1.177 |        4.529 |        5.705
       3.701 |        4.481 |        8.182
       1.248 |        4.590 |        5.838
       5.312 |        4.478 |        9.790
       6.611 |        4.477 |       11.088
       1.247 |        4.594 |        5.841
       4.839 |        4.486 |        9.324
       6.395 |        4.515 |       10.910
       1.254 |        4.608 |        5.862
       2.837 |        4.489 |        7.326
       4.829 |        4.490 |        9.319
       1.213 |        4.538 |        5.751
       1.250 |        4.580 |        5.830
       2.047 |        4.447 |        6.493
       1.257 |        4.495 |        5.753
       1.204 |        4.537 |        5.741
       1.229 |        4.495 |        5.723
       1.270 |        4.512 |        5.782
       1.246 |        4.582 |        5.828
       4.169 |        4.484 |        8.652
       1.234 |        4.593 |        5.827
       6.001 |        4.474 |       10.475
       1.263 |        4.820 |        6.083
       6.170 |        4.533 |       10.703
       9.218 |        4.483 |       13.700
       1.233 |        4.494 |        5.727
       1.219 |        4.529 |        5.748
       2.595 |        4.424 |        7.019
       1.230 |        4.760 |        5.990
       2.416 |        4.739 |        7.156
       1.241 |        4.552 |        5.792
       1.197 |        4.517 |        5.714
       1.232 |        4.510 |        5.743
       1.214 |        4.528 |        5.743
       1.222 |        4.516 |        5.739
       2.790 |        4.488 |        7.278
       2.583 |        4.474 |        7.057
       2.301 |        4.408 |        6.709
       1.221 |        4.529 |        5.750
       1.211 |        4.518 |        5.729
       1.242 |        4.517 |        5.759
       4.658 |        4.563 |        9.221
       4.854 |        4.493 |        9.347
       6.013 |        4.450 |       10.464
       5.710 |        4.431 |       10.141
       9.561 |        4.406 |       13.967
      13.208 |        4.469 |       17.677
       1.365 |        4.527 |        5.892
       1.241 |        4.508 |        5.749
       1.229 |        4.504 |        5.733
       1.183 |        4.513 |        5.697
       4.790 |        4.540 |        9.331
       5.637 |        4.430 |       10.067
       1.248 |        4.457 |        5.705
       1.173 |        4.544 |        5.717
       4.875 |        4.518 |        9.393
       1.162 |        4.538 |        5.701
       1.194 |        4.483 |        5.676
       4.176 |        4.467 |        8.643
       1.219 |        4.555 |        5.774
       1.183 |        4.466 |        5.648
       1.210 |        4.541 |        5.751
       3.146 |        4.549 |        7.694
       2.150 |        4.489 |        6.638
       2.637 |        4.494 |        7.132
       1.786 |        5.065 |        6.850
       1.211 |        4.543 |        5.754
       1.203 |        4.504 |        5.707
       1.229 |        4.568 |        5.798
       5.155 |        4.471 |        9.626
       8.726 |        4.496 |       13.223
       5.706 |        4.455 |       10.161
       7.015 |        4.416 |       11.430
       1.202 |        4.517 |        5.718
       1.194 |        4.534 |        5.729
       2.629 |        4.543 |        7.173
       3.683 |        4.482 |        8.165
       2.220 |        4.440 |        6.661
       4.420 |        4.428 |        8.848
       1.227 |        4.571 |        5.798
       1.204 |        4.502 |        5.706
       1.165 |        4.523 |        5.688
       1.201 |        4.478 |        5.679
       1.223 |        4.481 |        5.704
       1.172 |        4.524 |        5.696
       1.194 |        4.535 |        5.729
       5.194 |        4.452 |        9.646
       6.025 |        4.425 |       10.450
       1.196 |        4.616 |        5.811
       5.346 |        4.516 |        9.861
       5.279 |        4.499 |        9.777
       4.913 |        4.452 |        9.365
       7.460 |        4.449 |       11.908
       1.281 |        4.484 |        5.765
       2.442 |        4.432 |        6.874
       5.517 |        4.429 |        9.946
       1.234 |        4.517 |        5.750
       4.557 |        4.468 |        9.025
       6.144 |        4.453 |       10.597
       9.178 |        4.456 |       13.633
       2.996 |        4.466 |        7.462
       3.260 |        4.476 |        7.736
       1.211 |        4.470 |        5.681
       1.159 |        4.548 |        5.707
       2.146 |        4.446 |        6.592
       1.177 |        4.497 |        5.674
       1.159 |        4.564 |        5.723
       1.216 |        4.512 |        5.727
       1.212 |        4.674 |        5.885
       1.420 |        4.541 |        5.961
       4.089 |        4.550 |        8.639
       5.689 |        4.658 |       10.347
       6.836 |        4.636 |       11.472
       6.517 |        4.455 |       10.972
       6.955 |        5.388 |       12.343
       1.246 |        4.557 |        5.803
       1.195 |        4.505 |        5.701
       1.187 |        4.470 |        5.657
       1.198 |        4.430 |        5.629
       2.061 |        4.477 |        6.539
       1.224 |        4.560 |        5.784
       3.842 |        4.529 |        8.371
       6.111 |        4.454 |       10.565
      10.622 |        4.445 |       15.066
      11.679 |        4.458 |       16.137
      16.283 |        4.539 |       20.822
       3.146 |        4.476 |        7.622
       2.364 |        4.490 |        6.854
       3.647 |        4.459 |        8.106
       1.213 |        4.515 |        5.728
       1.203 |        4.469 |        5.672
       1.219 |        4.516 |        5.735
       1.231 |        4.542 |        5.773
       4.649 |        4.519 |        9.168
       4.187 |        4.411 |        8.598
       1.202 |        4.536 |        5.738
       4.304 |        4.468 |        8.772
       1.260 |        4.508 |        5.768
       1.436 |        4.863 |        6.300
       1.215 |        4.716 |        5.930
       5.238 |        4.456 |        9.693
       5.367 |        4.377 |        9.744
       1.231 |        4.536 |        5.767
       4.976 |        4.478 |        9.455
       1.210 |        4.519 |        5.729
       1.233 |        4.530 |        5.763
       3.507 |        4.508 |        8.015
       4.687 |        4.443 |        9.130
       7.388 |        4.508 |       11.896
       5.132 |        4.510 |        9.642
       3.793 |        4.440 |        8.232
       3.890 |        4.400 |        8.290
       1.198 |        4.483 |        5.681
       1.206 |        4.639 |        5.845
       1.184 |        4.451 |        5.635
       1.204 |        4.538 |        5.742
       4.127 |        4.478 |        8.605
       1.218 |        4.476 |        5.694
       1.243 |        4.535 |        5.778
       1.216 |        4.499 |        5.715
       1.205 |        4.496 |        5.701
       1.220 |        4.523 |        5.743
       1.175 |        4.501 |        5.676
       1.175 |        4.500 |        5.675
       1.198 |        4.557 |        5.755
       1.231 |        4.461 |        5.692
       1.218 |        4.514 |        5.732
       5.375 |        4.516 |        9.890
       2.617 |        4.458 |        7.075
       1.221 |        4.544 |        5.765
       1.177 |        4.554 |        5.731
       1.293 |        4.483 |        5.776
       3.898 |        4.568 |        8.466
       4.026 |        4.509 |        8.535
       6.219 |        4.467 |       10.687
       1.192 |        4.518 |        5.710
       1.215 |        4.497 |        5.713
       1.207 |        4.526 |        5.733
       5.505 |        4.474 |        9.979
       1.220 |        4.578 |        5.797
       5.537 |        4.520 |       10.058
       9.415 |        4.519 |       13.933
      13.165 |        4.498 |       17.663
      14.420 |        4.437 |       18.857
       7.133 |        4.447 |       11.580
       1.218 |        4.494 |        5.713
       1.210 |        4.541 |        5.751
       1.244 |        4.537 |        5.781
       1.189 |        4.479 |        5.668
       5.097 |        4.554 |        9.651
       5.622 |        4.490 |       10.111
       7.851 |        4.466 |       12.317
      11.197 |        4.429 |       15.625
       1.228 |        5.478 |        6.705
       1.198 |        4.532 |        5.730
       1.168 |        4.520 |        5.688
       3.717 |        4.526 |        8.243
       4.977 |        4.485 |        9.462
       1.227 |        4.476 |        5.703
       1.225 |        4.523 |        5.748
       5.555 |        4.477 |       10.031
       1.217 |        4.554 |        5.771
       4.267 |        4.486 |        8.752
       7.192 |        4.498 |       11.690
       4.600 |        4.468 |        9.068
       1.384 |        4.481 |        5.865
       5.361 |        4.480 |        9.841
       9.831 |        4.431 |       14.262
       7.899 |        4.491 |       12.389
       6.063 |        4.472 |       10.535
       9.544 |        4.489 |       14.033
       1.205 |        4.507 |        5.712
       1.176 |        4.501 |        5.677
       1.137 |        4.494 |        5.631
       2.924 |        4.518 |        7.443
       1.295 |        4.486 |        5.781
       3.387 |        4.509 |        7.897
       2.771 |        4.468 |        7.239
       1.216 |        4.499 |        5.716
       5.511 |        4.465 |        9.976
       1.212 |        4.583 |        5.794
       5.146 |        4.512 |        9.657
       6.336 |        4.464 |       10.800
       9.637 |        4.457 |       14.094
       6.524 |        4.481 |       11.004
       3.694 |        4.462 |        8.156
       1.199 |        4.844 |        6.043
       1.135 |        4.666 |        5.801
       1.225 |        4.779 |        6.004
       1.225 |        4.620 |        5.845
       1.243 |        4.848 |        6.091
       1.779 |        4.808 |        6.587
       1.770 |        4.748 |        6.518
       5.300 |        4.597 |        9.897
       1.229 |        4.617 |        5.846
       1.215 |        4.783 |        5.998
       1.835 |        4.594 |        6.429
       1.263 |        5.423 |        6.687
       4.656 |        4.874 |        9.529
       1.197 |        5.147 |        6.344
       5.273 |        4.557 |        9.830
       8.265 |        4.585 |       12.850
      12.781 |        4.853 |       17.634
       1.405 |        4.916 |        6.321
       1.294 |        4.620 |        5.914
       1.263 |        4.775 |        6.037
       3.623 |        4.535 |        8.158
       1.283 |        4.564 |        5.846
       1.238 |        4.854 |        6.092
       4.487 |        5.025 |        9.512
       3.182 |        4.690 |        7.872
       6.253 |        4.573 |       10.826
       9.453 |        4.859 |       14.312
       5.596 |        4.530 |       10.126
       5.897 |        4.608 |       10.505
       1.253 |        5.081 |        6.334
       5.003 |        4.521 |        9.524
       6.579 |        4.660 |       11.240
       1.258 |        4.620 |        5.878
       1.275 |        4.640 |        5.915
       1.219 |        4.558 |        5.777
       1.206 |        5.201 |        6.406
       5.204 |        4.588 |        9.792
       7.809 |        4.625 |       12.433
      11.170 |        4.775 |       15.945
       2.301 |        4.960 |        7.262
       6.070 |        4.530 |       10.600
       9.775 |        4.774 |       14.549
      12.989 |        4.730 |       17.719
       6.281 |        4.744 |       11.025
      10.508 |        4.531 |       15.039
       8.275 |        5.151 |       13.425
       5.815 |        4.711 |       10.526
       7.591 |        4.514 |       12.105
      11.847 |        4.934 |       16.781
      12.004 |        4.866 |       16.870
      10.490 |        4.510 |       14.999
      11.501 |        4.571 |       16.072
      12.924 |        5.170 |       18.094
       3.614 |        5.141 |        8.755
       8.563 |        4.724 |       13.287
      11.964 |        4.583 |       16.546
      13.104 |        4.835 |       17.940
      17.669 |        4.507 |       22.177
      22.063 |        4.541 |       26.604
      21.793 |        4.728 |       26.521
      16.992 |        4.804 |       21.796
       8.717 |        4.470 |       13.187
       6.762 |        4.918 |       11.681
       2.349 |        4.611 |        6.960
       1.252 |        4.803 |        6.055
       3.628 |        4.593 |        8.221
       1.236 |        5.218 |        6.454
       6.222 |        4.625 |       10.847
      10.168 |        4.579 |       14.748
      12.240 |        4.678 |       16.918
       1.243 |        4.674 |        5.918
       1.258 |        4.810 |        6.068
       3.242 |        4.566 |        7.808
       1.335 |        4.849 |        6.184
       3.951 |        4.592 |        8.543
       1.217 |        5.229 |        6.446
       4.657 |        4.736 |        9.393
       9.191 |        4.552 |       13.743
      11.186 |        4.967 |       16.153
      13.964 |        4.523 |       18.487
       9.150 |        4.542 |       13.692
      11.860 |        5.062 |       16.923
       6.366 |        4.745 |       11.111
      10.368 |        4.514 |       14.882
      12.618 |        4.794 |       17.412
      15.203 |        4.725 |       19.928
       8.651 |        4.506 |       13.157
      10.075 |        4.850 |       14.925
       1.910 |        4.504 |        6.415
       1.209 |        4.596 |        5.805
       1.251 |        4.574 |        5.826
       1.257 |        4.635 |        5.892
       1.222 |        4.887 |        6.109
       6.300 |        4.775 |       11.075
      10.043 |        4.555 |       14.597
       9.267 |        4.612 |       13.879
       1.269 |        4.833 |        6.102
       3.473 |        4.835 |        8.308
       1.993 |        4.544 |        6.537
       1.260 |        4.569 |        5.830
       1.258 |        4.620 |        5.878
       1.225 |        4.585 |        5.811
       1.332 |        4.806 |        6.139
       4.718 |        4.785 |        9.502
       1.263 |        4.690 |        5.953
       1.273 |        4.552 |        5.825
       1.251 |        4.538 |        5.789
       1.319 |        4.841 |        6.160
       1.424 |        4.835 |        6.259
       4.239 |        4.861 |        9.101
       5.466 |        4.555 |       10.021
       1.258 |        5.023 |        6.280
       4.946 |        4.490 |        9.436
       8.531 |        4.889 |       13.420
       4.444 |        4.467 |        8.911
       1.276 |        4.593 |        5.869
       1.239 |        4.617 |        5.856
       1.267 |        4.583 |        5.850
       1.269 |        4.595 |        5.864
       1.393 |        4.566 |        5.959
       1.224 |        4.897 |        6.121
       1.961 |        4.831 |        6.792
       6.070 |        4.880 |       10.949
       3.356 |        4.626 |        7.982
       1.236 |        4.569 |        5.805
       1.236 |        4.825 |        6.060
       2.910 |        4.663 |        7.573
       1.266 |        4.892 |        6.157
       1.306 |        4.759 |        6.065
       1.274 |        4.879 |        6.153
       5.599 |        4.600 |       10.198
       1.274 |        4.572 |        5.846
       1.245 |        4.622 |        5.867
       1.290 |        4.614 |        5.904
       1.301 |        4.693 |        5.994
       4.645 |        4.887 |        9.532
       2.135 |        5.389 |        7.524
       4.748 |        4.730 |        9.478
       1.282 |        4.560 |        5.842
       1.280 |        4.550 |        5.830
       1.274 |        4.562 |        5.837
       1.293 |        4.559 |        5.852
       1.431 |        4.581 |        6.012
       1.245 |        4.628 |        5.873
       1.259 |        4.686 |        5.944
       1.482 |        4.538 |        6.019
       1.282 |        4.606 |        5.888
       1.280 |        4.514 |        5.794
       1.295 |        4.581 |        5.875
       1.276 |        4.666 |        5.942
       1.253 |        4.627 |        5.880
       1.207 |        4.933 |        6.140
       5.805 |        4.801 |       10.607
       9.210 |        4.941 |       14.151
       7.129 |        4.536 |       11.665
       8.485 |        4.929 |       13.415
      13.314 |        4.503 |       17.816
       8.780 |        4.787 |       13.567
      13.634 |        4.733 |       18.367
       7.867 |        4.627 |       12.494
      10.513 |        4.520 |       15.033
       1.270 |        4.675 |        5.945
       6.123 |        4.536 |       10.659
       1.251 |        4.552 |        5.803
       1.285 |        4.559 |        5.843
       1.191 |        4.744 |        5.934
       4.619 |        4.490 |        9.109
       1.486 |        4.900 |        6.385
       5.904 |        4.858 |       10.761
       8.640 |        4.531 |       13.171
      10.228 |        4.657 |       14.885
       1.289 |        4.555 |        5.843
       1.265 |        4.780 |        6.046
       1.391 |        4.524 |        5.915
       1.282 |        4.491 |        5.773
       1.364 |        4.586 |        5.950
       1.234 |        4.589 |        5.824
       1.288 |        4.575 |        5.863
       1.303 |        4.681 |        5.984
       1.278 |        4.634 |        5.912
       1.272 |        4.914 |        6.186
       6.277 |        4.551 |       10.827
       8.133 |        4.796 |       12.928
       5.052 |        4.701 |        9.753
       5.258 |        4.584 |        9.843
       1.245 |        4.538 |        5.783
       1.280 |        4.755 |        6.035
       5.852 |        4.643 |       10.496
       1.253 |        4.703 |        5.956
       1.305 |        4.623 |        5.928
       1.211 |        4.743 |        5.954
       1.359 |        4.786 |        6.145
       5.390 |        4.784 |       10.173
       4.234 |        4.559 |        8.793
       1.287 |        4.536 |        5.824
       1.280 |        4.547 |        5.827
       1.235 |        4.877 |        6.112
       6.330 |        4.498 |       10.828
       8.956 |        4.575 |       13.530
       1.205 |        4.666 |        5.871
       1.202 |        4.844 |        6.046
       2.198 |        4.653 |        6.850
       1.269 |        4.628 |        5.897
       1.277 |        4.785 |        6.062
       3.101 |        4.548 |        7.649
       1.281 |        4.749 |        6.030
       6.127 |        4.536 |       10.664
       1.265 |        4.544 |        5.809
       1.271 |        4.566 |        5.838
       1.345 |        5.538 |        6.883
       6.639 |        4.599 |       11.238
       1.291 |        4.601 |        5.891
       1.257 |        4.792 |        6.050
       2.911 |        5.111 |        8.022
       6.200 |        4.933 |       11.133
       1.202 |        4.661 |        5.863
       1.282 |        4.871 |        6.153
       6.172 |        4.559 |       10.730
       9.711 |        4.671 |       14.382
       1.270 |        4.549 |        5.819
       1.283 |        4.829 |        6.112
       1.655 |        4.559 |        6.214
       1.260 |        4.598 |        5.858
       1.271 |        4.557 |        5.829
       1.246 |        4.577 |        5.822
       1.290 |        4.600 |        5.890
       1.226 |        4.770 |        5.996
       1.482 |        4.541 |        6.023
       1.270 |        4.620 |        5.889
       1.260 |        4.583 |        5.843
       1.261 |        4.610 |        5.871
       1.439 |        4.706 |        6.145
       1.266 |        4.849 |        6.115
       2.905 |        4.839 |        7.743
       3.217 |        4.503 |        7.720
       1.239 |        4.807 |        6.046
       1.630 |        4.568 |        6.198
       1.273 |        4.574 |        5.847
       1.270 |        4.869 |        6.139
       1.649 |        4.630 |        6.279
       1.293 |        4.597 |        5.891
       1.291 |        4.591 |        5.882
       1.278 |        4.589 |        5.868
       1.297 |        4.745 |        6.042
       3.928 |        4.562 |        8.491
       1.281 |        4.553 |        5.834
       1.270 |        4.806 |        6.075
       4.102 |        4.539 |        8.641
       1.273 |        4.818 |        6.092
       5.028 |        4.563 |        9.591
       1.329 |        4.878 |        6.207
       1.793 |        5.175 |        6.968
       5.938 |        4.821 |       10.760
      10.765 |        4.569 |       15.334
      14.742 |        4.545 |       19.287
      19.515 |        4.520 |       24.035
      19.566 |        4.819 |       24.385
       3.746 |        4.614 |        8.360
       1.303 |        4.532 |        5.835
       1.282 |        4.507 |        5.789
       1.281 |        4.769 |        6.050
       2.352 |        4.648 |        7.000
       1.297 |        4.567 |        5.864
       1.280 |        4.577 |        5.857
       1.252 |        4.782 |        6.033
       1.280 |        4.785 |        6.065
       4.996 |        4.611 |        9.607
       1.300 |        4.623 |        5.922
       1.267 |        4.762 |        6.029
       4.469 |        4.793 |        9.262
       4.081 |        4.656 |        8.737
       1.287 |        4.541 |        5.829
       1.274 |        4.579 |        5.853
       1.286 |        4.532 |        5.818
       1.281 |        5.124 |        6.405
       6.297 |        4.581 |       10.877
       7.651 |        4.980 |       12.631
      11.778 |        4.743 |       16.522
      10.091 |        4.822 |       14.913
      14.257 |        4.655 |       18.912
      13.751 |        4.517 |       18.268
      12.393 |        4.698 |       17.092
      14.277 |        4.504 |       18.781
       6.068 |        4.545 |       10.613
       1.527 |        4.642 |        6.169
       1.231 |        4.813 |        6.043
       1.289 |        4.861 |        6.150
       1.267 |        4.769 |        6.036
       1.186 |        4.568 |        5.754
       4.003 |        4.457 |        8.460
       8.350 |        4.465 |       12.815
       1.190 |        4.510 |        5.701
       1.296 |        4.547 |        5.843
       3.805 |        4.446 |        8.251
       5.010 |        4.495 |        9.505
       2.809 |        4.446 |        7.255
       1.147 |        4.521 |        5.668
       1.169 |        4.542 |        5.710
       1.239 |        4.566 |        5.805
       1.192 |        4.552 |        5.743
       3.630 |        4.482 |        8.112
       7.030 |        4.478 |       11.508
       8.735 |        4.448 |       13.183
       1.236 |        4.532 |        5.768
       1.199 |        4.499 |        5.698
       4.080 |        4.437 |        8.517
       1.282 |        5.323 |        6.605
       4.065 |        5.002 |        9.067
       8.046 |        5.065 |       13.111
       4.161 |        4.609 |        8.770
       6.098 |        4.773 |       10.870
       6.147 |        4.639 |       10.786
       9.030 |        4.772 |       13.801
       1.370 |        4.510 |        5.880
       1.240 |        4.552 |        5.792
       1.239 |        4.536 |        5.775
       1.272 |        4.590 |        5.862
       1.247 |        4.595 |        5.842
       1.265 |        4.618 |        5.883
       1.273 |        4.759 |        6.032
       4.800 |        4.586 |        9.386
       1.236 |        4.576 |        5.811
       1.328 |        4.617 |        5.945
       1.271 |        5.037 |        6.308
       1.194 |        4.584 |        5.779
       1.242 |        4.806 |        6.048
       3.739 |        4.629 |        8.368
       1.271 |        4.600 |        5.871
       1.208 |        4.780 |        5.988
       1.578 |        4.645 |        6.223
       1.702 |        4.866 |        6.568
       1.589 |        4.876 |        6.465
       4.735 |        4.540 |        9.275
       1.268 |        4.553 |        5.821
       1.250 |        4.576 |        5.826
       1.184 |        4.808 |        5.992
       2.652 |        4.765 |        7.417
       3.769 |        4.572 |        8.341
       1.248 |        4.752 |        6.000
       3.086 |        4.611 |        7.697
       1.248 |        4.739 |        5.987
       4.288 |        4.573 |        8.861
       1.259 |        4.883 |        6.142
       5.725 |        4.525 |       10.251
      10.347 |        4.603 |       14.950
       1.241 |        4.546 |        5.786
       1.258 |        4.699 |        5.956
       5.712 |        4.758 |       10.469
       3.085 |        4.547 |        7.632
       1.536 |        4.803 |        6.340
       3.256 |        4.620 |        7.876
       1.263 |        4.857 |        6.120
       3.345 |        4.999 |        8.344
       4.888 |        4.888 |        9.775
       7.109 |        4.495 |       11.605
      10.131 |        4.788 |       14.919
      12.060 |        4.921 |       16.982
       9.040 |        4.542 |       13.582
       6.554 |        4.569 |       11.123
       1.276 |        5.092 |        6.368
       2.480 |        4.596 |        7.075
       1.257 |        4.591 |        5.847
       1.221 |        4.698 |        5.918
       5.225 |        4.636 |        9.861
       1.221 |        4.552 |        5.773
       1.242 |        4.724 |        5.966
       1.190 |        4.546 |        5.736
