  QueueTimes | ServiceTimes | SojournTimes
       1.212 |        4.570 |        5.782
       1.250 |        4.518 |        5.768
       1.212 |        4.562 |        5.774
       1.228 |        5.359 |        6.587
       1.249 |        4.551 |        5.801
       1.208 |        4.603 |        5.811
       5.437 |        4.533 |        9.971
       2.619 |        4.481 |        7.100
       1.242 |        4.562 |        5.804
       1.209 |        4.591 |        5.801
       1.366 |        4.528 |        5.894
       3.912 |        4.557 |        8.469
       4.036 |        4.463 |        8.500
       6.153 |        4.472 |       10.625
       1.211 |        4.541 |        5.752
       1.160 |        4.527 |        5.687
       1.215 |        4.521 |        5.736
       5.427 |        4.483 |        9.909
       1.189 |        4.579 |        5.768
       5.549 |        4.507 |       10.056
       9.355 |        4.485 |       13.840
      13.081 |        4.517 |       17.598
      14.362 |        4.473 |       18.836
       7.132 |        4.437 |       11.569
       1.181 |        4.523 |        5.704
       1.179 |        4.540 |        5.719
       1.210 |        4.524 |        5.735
       1.156 |        4.554 |        5.709
       5.127 |        4.552 |        9.679
       5.611 |        4.455 |       10.065
       7.750 |        4.463 |       12.212
      11.136 |        4.490 |       15.626
       1.207 |        4.519 |        5.726
       1.218 |        4.509 |        5.726
       1.204 |        4.540 |        5.744
       3.724 |        4.516 |        8.239
       4.953 |        4.475 |        9.428
       1.216 |        4.523 |        5.739
       1.171 |        4.635 |        5.806
       5.627 |        4.504 |       10.130
       1.176 |        4.568 |        5.744
       4.199 |        4.508 |        8.706
       7.119 |        4.519 |       11.638
       4.509 |        4.522 |        9.032
       1.388 |        4.649 |        6.037
       5.544 |        5.061 |       10.605
      10.573 |        4.552 |       15.124
       8.785 |        4.492 |       13.277
       6.905 |        4.448 |       11.353
      10.378 |        4.426 |       14.803
       1.218 |        4.490 |        5.708
       1.228 |        4.498 |        5.725
       1.162 |        4.525 |        5.687
       3.037 |        4.519 |        7.556
       1.357 |        4.508 |        5.865
       3.436 |        4.467 |        7.903
       2.747 |        4.457 |        7.204
       1.127 |        4.539 |        5.667
       5.446 |        4.536 |        9.982
       1.192 |        4.523 |        5.715
       5.069 |        4.538 |        9.607
       6.251 |        4.526 |       10.777
       9.595 |        4.498 |       14.093
       6.500 |        4.499 |       10.999
       3.591 |        4.487 |        8.078
       1.203 |        4.499 |        5.702
       1.192 |        4.548 |        5.740
       1.189 |        4.471 |        5.660
       1.185 |        4.521 |        5.706
       1.184 |        4.529 |        5.712
       1.264 |        4.686 |        5.950
       1.160 |        4.790 |        5.950
       4.687 |        4.745 |        9.432
       1.366 |        4.559 |        5.925
       1.206 |        4.589 |        5.796
       1.580 |        4.476 |        6.056
       1.218 |        4.571 |        5.789
       3.680 |        4.498 |        8.178
       1.235 |        4.602 |        5.837
       4.721 |        4.481 |        9.201
       7.570 |        4.465 |       12.035
      11.914 |        4.477 |       16.391
       1.231 |        4.569 |        5.800
       1.157 |        4.541 |        5.699
       1.241 |        4.525 |        5.767
       3.333 |        4.539 |        7.872
       1.245 |        4.534 |        5.779
       1.211 |        4.602 |        5.813
       4.139 |        4.547 |        8.686
       2.363 |        4.533 |        6.896
       5.221 |        4.489 |        9.709
       8.290 |        4.464 |       12.754
       3.850 |        4.465 |        8.316
       4.126 |        4.421 |        8.547
       1.228 |        4.589 |        5.817
       4.456 |        4.487 |        8.944
       5.940 |        4.487 |       10.426
       1.229 |        4.541 |        5.769
       1.208 |        4.555 |        5.763
       1.174 |        4.535 |        5.708
       1.110 |        4.575 |        5.685
       4.535 |        4.454 |        8.990
       6.925 |        4.463 |       11.388
      10.102 |        4.523 |       14.624
       1.229 |        4.556 |        5.785
       4.570 |        4.452 |        9.022
       8.005 |        4.456 |       12.460
      10.957 |        4.558 |       15.516
       3.995 |        4.487 |        8.483
       7.870 |        4.498 |       12.368
       5.658 |        4.473 |       10.131
       2.492 |        4.504 |        6.997
       4.016 |        4.452 |        8.468
       8.112 |        4.489 |       12.601
       7.849 |        4.445 |       12.294
       5.899 |        4.458 |       10.357
       6.809 |        4.451 |       11.260
       8.053 |        4.444 |       12.497
       1.389 |        4.562 |        5.951
       5.542 |        4.582 |       10.124
       8.749 |        4.511 |       13.260
       9.813 |        4.444 |       14.257
      13.894 |        4.490 |       18.383
      18.240 |        4.419 |       22.659
      17.774 |        4.469 |       22.244
      12.717 |        4.408 |       17.124
       3.992 |        4.548 |        8.540
       2.087 |        4.445 |        6.532
       1.232 |        4.524 |        5.756
       1.203 |        4.551 |        5.754
       3.278 |        4.537 |        7.815
       1.153 |        4.905 |        6.058
       5.772 |        4.469 |       10.241
       9.508 |        4.501 |       14.009
      11.466 |        4.415 |       15.881
       1.156 |        4.501 |        5.657
       1.155 |        4.529 |        5.683
       2.807 |        4.493 |        7.299
       1.175 |        4.556 |        5.731
       3.483 |        4.806 |        8.290
       1.134 |        4.615 |        5.749
       3.935 |        4.542 |        8.477
       8.283 |        4.469 |       12.751
      10.111 |        4.469 |       14.580
      12.366 |        4.494 |       16.860
       7.529 |        4.430 |       11.959
       9.875 |        4.472 |       14.347
       3.807 |        4.499 |        8.306
       7.516 |        4.447 |       11.963
       9.675 |        4.431 |       14.106
      11.857 |        4.480 |       16.337
       5.019 |        4.415 |        9.434
       6.334 |        4.453 |       10.787
       1.236 |        4.522 |        5.757
       1.165 |        4.552 |        5.717
       1.198 |        4.487 |        5.685
       1.261 |        4.546 |        5.807
       1.197 |        4.594 |        5.792
       5.878 |        4.511 |       10.388
       9.350 |        4.483 |       13.834
       8.384 |        4.469 |       12.853
       1.202 |        4.551 |        5.754
       3.095 |        4.602 |        7.697
       1.317 |        4.407 |        5.725
       1.203 |        4.485 |        5.688
       1.113 |        4.536 |        5.649
       1.179 |        4.565 |        5.745
       1.237 |        4.517 |        5.754
       4.324 |        4.554 |        8.879
       1.112 |        4.500 |        5.612
       1.231 |        4.515 |        5.746
       1.229 |        4.457 |        5.686
       1.175 |        4.546 |        5.721
       1.167 |        4.585 |        5.751
       3.864 |        4.501 |        8.366
       4.661 |        4.492 |        9.153
       1.173 |        4.550 |        5.722
       4.320 |        4.463 |        8.783
       7.806 |        4.558 |       12.365
       3.352 |        4.471 |        7.823
       1.192 |        4.515 |        5.707
       1.187 |        4.518 |        5.706
       1.138 |        5.108 |        6.246
       1.229 |        4.524 |        5.753
       1.175 |        4.531 |        5.707
       1.166 |        4.558 |        5.724
       1.532 |        4.521 |        6.054
       5.274 |        4.502 |        9.776
       2.175 |        4.519 |        6.694
       1.176 |        4.549 |        5.726
       1.189 |        4.547 |        5.735
       2.501 |        4.489 |        6.991
       1.142 |        4.539 |        5.682
       1.217 |        4.521 |        5.738
       1.193 |        4.559 |        5.752
       5.143 |        4.502 |        9.645
       1.195 |        4.552 |        5.747
       1.171 |        4.508 |        5.679
       1.192 |        4.527 |        5.719
       1.171 |        4.555 |        5.726
       4.310 |        4.536 |        8.846
       1.355 |        4.502 |        5.856
       3.040 |        4.471 |        7.511
       1.216 |        4.490 |        5.706
       1.217 |        4.504 |        5.721
       1.184 |        4.589 |        5.773
       1.154 |        4.508 |        5.662
       1.153 |        4.566 |        5.719
       1.173 |        4.525 |        5.698
       1.197 |        4.595 |        5.792
       1.176 |        4.476 |        5.652
       1.221 |        4.582 |        5.803
       1.191 |        4.522 |        5.713
       1.213 |        4.510 |        5.724
       1.164 |        4.549 |        5.714
       1.227 |        4.604 |        5.831
       1.204 |        4.588 |        5.792
       5.376 |        4.565 |        9.941
       8.469 |        4.541 |       13.010
       5.870 |        4.510 |       10.380
       7.192 |        4.710 |       11.902
      11.834 |        4.713 |       16.547
       7.484 |        4.769 |       12.254
      12.317 |        4.623 |       16.940
       6.434 |        4.490 |       10.924
       8.828 |        4.441 |       13.269
       1.168 |        4.574 |        5.742
       5.849 |        4.521 |       10.370
       1.171 |        4.529 |        5.700
       1.180 |        4.554 |        5.734
       1.209 |        4.543 |        5.752
       4.371 |        4.522 |        8.893
       1.211 |        4.590 |        5.802
       5.445 |        4.499 |        9.944
       7.774 |        4.477 |       12.251
       9.268 |        4.471 |       13.740
       1.212 |        4.577 |        5.789
       1.169 |        4.548 |        5.716
       1.206 |        4.523 |        5.729
       1.211 |        4.556 |        5.767
       1.260 |        4.684 |        5.944
       1.232 |        4.656 |        5.888
       1.243 |        4.681 |        5.925
       1.235 |        4.866 |        6.101
       1.235 |        4.602 |        5.837
       1.252 |        4.940 |        6.192
       6.256 |        4.615 |       10.871
       8.216 |        4.950 |       13.166
       5.197 |        4.718 |        9.915
       5.359 |        4.560 |        9.919
       1.243 |        4.682 |        5.925
       1.342 |        4.719 |        6.061
       5.775 |        4.626 |       10.401
       1.207 |        4.621 |        5.829
       1.264 |        4.578 |        5.842
       1.306 |        4.935 |        6.241
       1.466 |        4.745 |        6.212
       5.383 |        4.925 |       10.308
       4.310 |        4.643 |        8.953
       1.262 |        4.645 |        5.907
       1.266 |        4.570 |        5.836
       1.242 |        4.918 |        6.161
       6.339 |        4.540 |       10.879
       8.949 |        4.582 |       13.531
       1.205 |        4.602 |        5.807
       1.135 |        4.881 |        6.016
       2.098 |        4.607 |        6.705
       1.218 |        4.651 |        5.870
       1.150 |        4.855 |        6.005
       3.052 |        4.633 |        7.686
       1.225 |        4.751 |        5.976
       6.043 |        4.704 |       10.747
       1.248 |        4.534 |        5.783
       1.244 |        4.613 |        5.857
       1.231 |        4.761 |        5.992
       5.705 |        4.640 |       10.345
       1.212 |        4.646 |        5.858
       1.206 |        4.822 |        6.028
       2.875 |        4.736 |        7.610
       5.737 |        4.629 |       10.367
       1.238 |        4.629 |        5.867
       1.256 |        4.938 |        6.195
       6.216 |        5.044 |       11.260
      10.288 |        4.864 |       15.151
       1.219 |        4.561 |        5.780
       1.302 |        4.815 |        6.116
       1.613 |        4.595 |        6.208
       1.258 |        4.624 |        5.882
       1.250 |        4.621 |        5.870
       1.264 |        4.697 |        5.960
       1.157 |        4.707 |        5.864
       1.292 |        4.727 |        6.019
       1.464 |        4.663 |        6.127
       1.273 |        4.597 |        5.870
       1.173 |        4.837 |        6.010
       1.229 |        4.593 |        5.822
       1.237 |        4.740 |        5.977
       1.226 |        4.901 |        6.127
       2.928 |        4.860 |        7.789
       3.254 |        4.689 |        7.943
       1.212 |        4.950 |        6.162
       1.679 |        4.654 |        6.334
       1.236 |        4.726 |        5.962
       1.286 |        4.851 |        6.137
       1.580 |        4.791 |        6.371
       1.260 |        4.615 |        5.875
       1.291 |        4.600 |        5.890
       1.240 |        4.531 |        5.771
       1.233 |        4.538 |        5.771
       3.634 |        4.493 |        8.127
       1.211 |        4.491 |        5.702
       1.209 |        4.528 |        5.737
       3.741 |        4.519 |        8.259
       1.191 |        4.505 |        5.696
       4.591 |        4.461 |        9.052
       1.222 |        4.514 |        5.736
       1.306 |        4.550 |        5.857
       4.739 |        4.541 |        9.281
       9.269 |        4.457 |       13.726
      13.094 |        4.465 |       17.559
      17.723 |        4.461 |       22.184
      17.680 |        4.510 |       22.190
       1.477 |        4.495 |        5.972
       1.163 |        4.498 |        5.661
       1.163 |        4.482 |        5.645
       1.185 |        4.603 |        5.787
       2.105 |        4.505 |        6.610
       1.151 |        4.485 |        5.637
       1.190 |        4.539 |        5.729
       1.201 |        4.557 |        5.758
       1.196 |        4.574 |        5.770
       4.696 |        4.480 |        9.177
       1.208 |        4.471 |        5.679
       1.181 |        4.524 |        5.705
       4.133 |        4.477 |        8.610
       3.366 |        4.451 |        7.816
       1.218 |        4.493 |        5.712
       1.228 |        4.496 |        5.725
       1.190 |        4.542 |        5.732
       1.174 |        4.575 |        5.748
       5.597 |        4.516 |       10.113
       6.844 |        4.491 |       11.335
      10.499 |        4.546 |       15.045
       8.493 |        4.473 |       12.965
      12.182 |        4.486 |       16.668
      11.472 |        4.451 |       15.923
      10.019 |        4.454 |       14.474
      11.453 |        4.492 |       15.945
       3.237 |        4.503 |        7.741
       1.156 |        4.509 |        5.664
       1.194 |        4.511 |        5.705
       1.156 |        4.591 |        5.747
       1.214 |        4.487 |        5.702
       1.199 |        4.565 |        5.765
       3.973 |        4.536 |        8.509
       8.368 |        4.520 |       12.888
       1.134 |        4.529 |        5.663
       1.172 |        4.892 |        6.064
       4.165 |        4.570 |        8.735
       5.452 |        4.477 |        9.929
       3.219 |        4.453 |        7.672
       1.171 |        4.529 |        5.699
       1.228 |        4.517 |        5.745
       1.295 |        4.532 |        5.827
       1.208 |        4.568 |        5.776
       3.715 |        4.454 |        8.169
       7.043 |        4.484 |       11.528
       8.758 |        4.483 |       13.241
       1.195 |        4.521 |        5.716
       1.154 |        4.542 |        5.696
       4.115 |        4.476 |        8.592
       1.216 |        4.576 |        5.792
       3.235 |        4.517 |        7.752
       6.639 |        4.498 |       11.137
       2.039 |        4.473 |        6.512
       3.727 |        4.529 |        8.256
       3.479 |        4.484 |        7.963
       6.298 |        4.457 |       10.755
       1.228 |        4.590 |        5.818
       1.220 |        4.502 |        5.722
       1.179 |        4.474 |        5.653
       1.211 |        4.514 |        5.725
       1.211 |        4.559 |        5.770
       1.252 |        4.516 |        5.768
       1.204 |        4.528 |        5.731
       4.444 |        4.530 |        8.974
       1.196 |        4.519 |        5.715
       1.207 |        4.515 |        5.722
       1.132 |        4.471 |        5.603
       1.153 |        4.593 |        5.746
       1.195 |        4.594 |        5.789
       3.420 |        4.565 |        7.985
       1.172 |        4.541 |        5.713
       1.120 |        4.526 |        5.646
       1.199 |        4.468 |        5.667
       1.166 |        4.490 |        5.655
       1.212 |        4.635 |        5.846
       4.056 |        4.555 |        8.610
       1.199 |        4.478 |        5.677
       1.161 |        4.512 |        5.673
       1.217 |        4.535 |        5.752
       2.373 |        4.528 |        6.900
       3.184 |        4.489 |        7.673
       1.254 |        4.579 |        5.834
       2.933 |        4.494 |        7.428
       1.172 |        4.965 |        6.138
       4.391 |        4.691 |        9.082
       1.184 |        4.565 |        5.749
       5.297 |        4.557 |        9.855
       9.975 |        4.511 |       14.486
       1.237 |        4.534 |        5.772
       1.206 |        4.601 |        5.807
       5.507 |        4.528 |       10.036
       2.592 |        4.500 |        7.092
       1.200 |        4.579 |        5.779
       2.616 |        4.514 |        7.130
       1.172 |        4.590 |        5.762
       2.942 |        4.512 |        7.453
       3.930 |        4.520 |        8.450
       5.652 |        4.470 |       10.121
       8.596 |        4.488 |       13.084
      10.197 |        4.525 |       14.722
       6.739 |        4.471 |       11.210
       4.143 |        4.458 |        8.601
       1.153 |        4.613 |        5.766
       1.809 |        4.532 |        6.341
       1.183 |        4.513 |        5.696
       1.216 |        4.568 |        5.784
       5.015 |        4.510 |        9.525
       1.176 |        4.526 |        5.702
       1.193 |        4.494 |        5.687
       1.199 |        4.505 |        5.704
