  QueueTimes | ServiceTimes | SojournTimes
       0.851 |        1.445 |        2.296
       0.849 |        3.299 |        4.148
       0.657 |        0.783 |        1.440
       0.762 |        1.091 |        1.853
       0.790 |        1.868 |        2.658
       0.744 |        0.875 |        1.618
       0.786 |        0.777 |        1.563
       0.824 |        2.298 |        3.123
       0.902 |        1.237 |        2.140
       0.703 |        5.083 |        5.785
       0.708 |        1.684 |        2.392
       0.846 |        0.777 |        1.623
       0.861 |        0.867 |        1.729
       0.790 |        1.235 |        2.024
       0.878 |        1.969 |        2.847
       0.754 |        0.862 |        1.616
       0.777 |        4.692 |        5.469
       0.818 |        5.319 |        6.138
       0.895 |        2.052 |        2.947
       0.759 |        3.086 |        3.845
       0.729 |        1.831 |        2.561
       1.002 |        1.496 |        2.498
       0.888 |        2.929 |        3.816
       0.821 |        4.339 |        5.159
       0.960 |        1.089 |        2.048
       0.820 |        0.787 |        1.607
       0.740 |        1.266 |        2.006
       0.867 |        0.751 |        1.618
       0.770 |        0.909 |        1.679
       0.806 |        1.141 |        1.947
       0.863 |        1.195 |        2.058
       0.892 |        1.094 |        1.986
       0.737 |        1.173 |        1.910
       0.845 |        2.836 |        3.680
       0.881 |        1.089 |        1.970
       0.845 |        1.086 |        1.931
       0.828 |        4.437 |        5.264
       0.803 |        3.667 |        4.470
       0.833 |        1.262 |        2.095
       0.801 |        1.716 |        2.518
       0.866 |        0.934 |        1.799
       0.884 |        1.314 |        2.198
       0.713 |        0.917 |        1.630
       0.683 |        1.267 |        1.950
       0.800 |        3.908 |        4.708
       0.837 |        2.324 |        3.161
       0.805 |        1.137 |        1.942
       0.970 |        1.837 |        2.807
       0.805 |        1.057 |        1.862
       0.812 |        2.583 |        3.396
       0.758 |        2.323 |        3.081
       0.850 |        0.861 |        1.712
       0.911 |        0.732 |        1.643
       0.794 |        1.049 |        1.843
       0.733 |        1.402 |        2.135
       0.864 |        0.696 |        1.560
       0.723 |        0.741 |        1.464
       0.681 |        1.739 |        2.420
       0.786 |        1.197 |        1.982
       0.825 |        0.660 |        1.484
       0.888 |        2.594 |        3.481
       0.769 |        1.138 |        1.907
       0.980 |        0.843 |        1.823
       0.904 |        2.944 |        3.848
       0.980 |        4.389 |        5.369
       0.855 |        0.978 |        1.834
       0.800 |        1.363 |        2.163
       0.947 |        1.492 |        2.438
       0.756 |        0.919 |        1.675
       0.831 |        0.893 |        1.724
       0.845 |        1.011 |        1.856
       0.782 |        0.831 |        1.612
       0.842 |        0.638 |        1.481
       0.876 |        0.632 |        1.508
       0.753 |        2.166 |        2.919
       0.834 |        2.871 |        3.705
       0.898 |        0.753 |        1.651
       0.661 |        1.156 |        1.817
       0.730 |        1.139 |        1.869
       0.719 |        0.805 |        1.524
       0.941 |        2.192 |        3.133
       0.778 |        0.947 |        1.725
       0.859 |        1.577 |        2.436
       0.854 |        2.120 |        2.974
       0.721 |        0.938 |        1.659
       0.740 |        0.483 |        1.223
       0.639 |        0.825 |        1.464
       0.737 |        1.365 |        2.102
       0.878 |        1.554 |        2.432
       0.823 |        1.646 |        2.469
       0.789 |        1.175 |        1.964
       0.783 |        1.034 |        1.818
       0.782 |        1.947 |        2.729
       0.794 |        2.752 |        3.546
      89.985 |        1.686 |       91.671
      85.153 |        1.844 |       86.997
      66.979 |        1.109 |       68.088
      72.205 |        3.763 |       75.968
      67.638 |        2.648 |       70.286
      69.352 |        1.742 |       71.094
      66.782 |        1.150 |       67.932
      61.122 |        0.802 |       61.924
      50.001 |        1.340 |       51.341
      79.966 |        9.113 |       89.079
      56.001 |        4.000 |       60.001
      47.978 |        1.558 |       49.535
      46.569 |        3.560 |       50.130
      49.035 |        0.900 |       49.935
      68.358 |        7.399 |       75.757
      42.449 |        1.043 |       43.492
      41.300 |        2.668 |       43.968
      39.274 |        0.612 |       39.886
      40.508 |        1.383 |       41.892
      38.969 |        0.975 |       39.944
      39.807 |        4.983 |       44.789
      37.751 |        1.185 |       38.936
      37.203 |        2.411 |       39.614
      33.299 |        1.626 |       34.925
      31.250 |        1.862 |       33.112
      34.632 |        4.611 |       39.243
      46.802 |       12.171 |       58.972
      31.421 |        0.771 |       32.192
      23.651 |        1.461 |       25.113
      28.307 |        2.345 |       30.652
      22.324 |        1.321 |       23.645
      28.526 |        3.315 |       31.841
      21.569 |        3.290 |       24.860
      17.730 |        2.379 |       20.109
      21.773 |        3.533 |       25.306
      19.769 |        1.084 |       20.853
      19.887 |        1.517 |       21.404
      33.336 |       11.873 |       45.208
      19.854 |        1.691 |       21.545
      10.792 |        2.811 |       13.603
       9.126 |        3.585 |       12.711
      10.709 |        1.871 |       12.580
      11.341 |        1.132 |       12.474
      10.822 |        1.154 |       11.976
       9.226 |        1.863 |       11.089
      19.787 |        8.447 |       28.234
      20.179 |        9.101 |       29.280
       2.720 |        1.695 |        4.414
       2.653 |        0.727 |        3.379
       2.198 |        2.954 |        5.152
       3.262 |        4.164 |        7.426
       0.785 |        1.186 |        1.971
       0.909 |        1.617 |        2.526
       1.106 |        0.973 |        2.079
       1.039 |        0.810 |        1.849
       0.869 |        2.565 |        3.433
       0.830 |        3.509 |        4.339
       1.096 |        1.253 |        2.349
       2.479 |        0.993 |        3.471
       0.862 |        0.988 |        1.850
       0.604 |        4.207 |        4.811
       0.729 |        1.711 |        2.440
       0.719 |        2.357 |        3.075
       0.886 |        2.662 |        3.548
       0.746 |        4.968 |        5.715
       1.093 |        0.753 |        1.846
       1.417 |        1.038 |        2.455
       0.826 |        5.554 |        6.380
       0.749 |        1.067 |        1.817
       0.838 |        2.600 |        3.437
       0.724 |        3.492 |        4.216
       0.800 |        0.769 |        1.568
       1.152 |        0.798 |        1.950
       1.490 |        1.173 |        2.663
       0.731 |        1.490 |        2.221
       0.945 |        3.347 |        4.293
       1.826 |        2.634 |        4.460
       0.830 |        2.455 |        3.285
       0.772 |        3.308 |        4.080
       0.772 |        3.264 |        4.036
       0.771 |        0.502 |        1.273
       1.035 |        0.680 |        1.714
       0.928 |        1.511 |        2.439
       1.199 |        3.191 |        4.391
       0.915 |        1.417 |        2.333
       0.973 |        3.381 |        4.354
       2.233 |        1.232 |        3.465
       1.074 |        2.552 |        3.626
       0.798 |        2.522 |        3.320
       0.771 |        1.443 |        2.214
       0.730 |        0.793 |        1.523
       0.841 |        2.429 |        3.269
       0.920 |        3.036 |        3.956
       1.967 |        4.366 |        6.333
       0.839 |        0.737 |        1.575
       0.977 |        1.204 |        2.181
       1.323 |        0.707 |        2.030
       1.018 |        2.044 |        3.062
       0.890 |        0.800 |        1.690
       1.133 |        3.656 |        4.789
       0.874 |        0.933 |        1.807
       0.727 |        1.964 |        2.691
       0.832 |        0.848 |        1.680
       0.690 |        1.828 |        2.518
       0.757 |        0.971 |        1.727
       0.765 |        2.871 |        3.636
       1.163 |        1.662 |        2.825
       0.795 |        4.585 |        5.380
       0.846 |        0.778 |        1.624
       0.748 |        1.535 |        2.283
       0.750 |        0.853 |        1.603
       0.814 |        0.811 |        1.625
       0.793 |        1.584 |        2.378
       1.931 |        1.421 |        3.352
       1.998 |        1.655 |        3.653
       3.538 |        1.028 |        4.566
       2.013 |        1.734 |        3.747
       1.054 |        2.728 |        3.782
       0.752 |        3.147 |        3.899
       0.830 |        3.608 |        4.438
       1.277 |        0.846 |        2.123
       1.076 |        4.081 |        5.156
       0.629 |        1.263 |        1.892
       0.732 |        1.334 |        2.066
       0.621 |        0.885 |        1.507
       0.725 |        1.535 |        2.260
       0.831 |        1.340 |        2.171
       1.117 |        1.037 |        2.154
       0.868 |        4.231 |        5.099
       0.756 |        1.034 |        1.790
       0.790 |        1.675 |        2.465
       0.797 |        0.829 |        1.626
       1.687 |        1.002 |        2.689
       0.869 |        1.231 |        2.100
       0.824 |        5.761 |        6.585
       1.071 |        1.538 |        2.609
       0.917 |        2.773 |        3.690
       1.437 |        0.777 |        2.214
       1.051 |        3.992 |        5.043
       0.839 |        1.494 |        2.333
       0.769 |        0.928 |        1.697
       0.737 |        1.069 |        1.805
       0.800 |        3.017 |        3.817
       0.787 |        0.854 |        1.641
       0.958 |        1.922 |        2.880
       0.755 |        1.427 |        2.182
       1.138 |        1.163 |        2.301
       0.816 |        4.376 |        5.192
       0.773 |        1.986 |        2.759
       0.782 |        0.729 |        1.510
       0.762 |        3.173 |        3.935
       0.775 |        4.343 |        5.117
       1.195 |        0.858 |        2.053
       0.698 |        0.895 |        1.593
       0.702 |        1.026 |        1.728
       0.726 |        2.740 |        3.466
       1.135 |        1.259 |        2.395
       1.000 |        0.974 |        1.974
       0.809 |        0.805 |        1.614
       0.986 |        0.805 |        1.790
       0.857 |        1.660 |        2.517
       1.010 |        3.696 |        4.705
       0.918 |        0.699 |        1.617
       0.800 |        1.870 |        2.670
       1.059 |        2.729 |        3.788
       0.960 |        1.024 |        1.984
       0.949 |        4.098 |        5.047
       0.843 |        4.930 |        5.774
       1.521 |        0.896 |        2.417
       2.005 |        0.830 |        2.835
       0.867 |        4.110 |        4.976
       1.916 |        2.945 |        4.861
       0.939 |        0.852 |        1.791
       1.088 |        4.760 |        5.848
       0.759 |        1.746 |        2.505
       1.034 |        6.095 |        7.129
       0.913 |        2.596 |        3.509
       0.948 |        4.669 |        5.617
       0.789 |        2.112 |        2.901
       0.950 |        0.836 |        1.786
       1.084 |        0.897 |        1.981
       0.899 |        2.782 |        3.681
       1.112 |        1.654 |        2.766
       0.917 |        0.795 |        1.712
       0.947 |        1.583 |        2.530
       1.008 |        1.190 |        2.197
       0.936 |        1.292 |        2.228
       0.776 |        1.434 |        2.209
       1.072 |        1.296 |        2.368
       1.000 |        1.427 |        2.427
       0.865 |        0.717 |        1.582
       1.120 |        2.490 |        3.610
       1.064 |        1.387 |        2.451
       0.801 |        2.025 |        2.826
       0.773 |        0.934 |        1.707
       0.693 |        0.814 |        1.506
       0.798 |        0.934 |        1.732
       0.883 |        2.550 |        3.432
       0.860 |        2.134 |        2.993
       0.931 |        3.324 |        4.255
       0.834 |        4.051 |        4.885
       0.870 |        5.234 |        6.104
       0.859 |        0.986 |        1.845
       1.064 |        0.964 |        2.028
       0.921 |        4.763 |        5.684
       0.914 |        1.068 |        1.982
       1.101 |        1.911 |        3.011
       1.068 |        2.854 |        3.921
       0.799 |        4.000 |        4.799
       0.822 |        4.041 |        4.863
       0.920 |        0.942 |        1.862
       1.232 |        1.182 |        2.414
       0.806 |        0.819 |        1.625
       0.867 |        6.123 |        6.990
       1.635 |        2.503 |        4.138
       1.064 |        4.648 |        5.713
       1.121 |        1.019 |        2.140
       0.792 |        1.304 |        2.096
       0.842 |        3.798 |        4.640
       0.848 |        0.978 |        1.826
       0.789 |        3.286 |        4.075
       1.130 |        2.197 |        3.327
       1.078 |        1.332 |        2.410
       1.135 |        2.136 |        3.271
       1.006 |        2.489 |        3.496
       1.020 |        1.096 |        2.116
       0.843 |        2.894 |        3.737
       0.831 |        0.780 |        1.611
       0.851 |        1.412 |        2.263
       0.743 |        0.469 |        1.212
       0.810 |        3.252 |        4.063
       1.091 |        1.327 |        2.418
       0.927 |        4.375 |        5.302
       0.859 |        2.099 |        2.958
       0.798 |        1.044 |        1.843
       0.697 |        3.200 |        3.897
       1.248 |        6.066 |        7.314
       0.785 |        3.843 |        4.628
       0.800 |        1.567 |        2.367
       1.953 |        0.992 |        2.946
       0.587 |        3.566 |        4.153
       1.967 |        0.928 |        2.894
       0.791 |        4.800 |        5.591
       1.598 |        3.223 |        4.821
       3.036 |        4.953 |        7.989
       1.025 |        0.694 |        1.719
       0.805 |        3.957 |        4.762
       0.850 |        1.166 |        2.016
       0.821 |        1.391 |        2.212
       0.710 |        3.608 |        4.318
       1.199 |        1.835 |        3.034
       0.948 |        0.743 |        1.690
       0.701 |        1.466 |        2.167
       0.766 |        0.779 |        1.545
       0.811 |        3.048 |        3.859
       1.526 |        3.043 |        4.569
       0.704 |        1.448 |        2.152
       0.829 |        0.935 |        1.764
       0.914 |        1.195 |        2.109
       0.724 |        1.089 |        1.813
       0.844 |        0.774 |        1.618
       1.110 |        1.135 |        2.246
       1.093 |        1.034 |        2.127
       0.865 |        1.202 |        2.067
       0.925 |        2.824 |        3.749
       1.147 |        3.822 |        4.970
       0.757 |        0.903 |        1.660
       0.857 |        5.238 |        6.095
       1.050 |        2.925 |        3.975
       0.822 |        1.049 |        1.870
       0.871 |        1.037 |        1.908
       0.810 |        3.614 |        4.424
       2.144 |        5.071 |        7.214
       0.774 |        1.017 |        1.792
       0.810 |        0.837 |        1.647
       0.752 |        1.657 |        2.409
       1.035 |        2.380 |        3.415
       0.866 |        4.443 |        5.309
       0.756 |        4.517 |        5.272
       0.853 |        1.790 |        2.643
       1.124 |        4.612 |        5.736
       0.737 |        1.018 |        1.755
       1.077 |        1.053 |        2.131
       0.848 |        1.249 |        2.097
       0.793 |        3.758 |        4.550
       0.788 |        2.687 |        3.475
       1.064 |        1.929 |        2.994
       0.871 |        2.751 |        3.622
       0.791 |        1.999 |        2.790
       0.912 |        4.002 |        4.915
       0.772 |        1.053 |        1.824
       0.837 |        2.292 |        3.129
       0.954 |        0.913 |        1.867
       0.721 |        3.254 |        3.976
       0.885 |        0.904 |        1.790
       0.765 |        0.981 |        1.746
       0.729 |        1.785 |        2.514
       0.757 |        0.829 |        1.586
       0.678 |        0.987 |        1.665
       1.413 |        1.011 |        2.424
       0.741 |        3.719 |        4.460
       0.747 |        3.581 |        4.328
       0.951 |        3.266 |        4.217
       1.319 |        0.846 |        2.165
       0.904 |        3.612 |        4.516
       1.137 |        1.152 |        2.290
       1.874 |        5.090 |        6.965
       0.879 |        1.469 |        2.348
       0.777 |        1.287 |        2.064
       0.907 |        2.557 |        3.464
       1.345 |        2.082 |        3.427
       0.955 |        1.373 |        2.329
       1.265 |        3.150 |        4.415
       1.297 |        1.760 |        3.057
       0.876 |        0.673 |        1.548
       1.232 |        2.595 |        3.828
       1.731 |        1.775 |        3.506
       0.750 |        1.726 |        2.475
       0.785 |        0.865 |        1.649
       0.929 |        1.267 |        2.196
       0.926 |        1.057 |        1.983
       0.738 |        3.193 |        3.931
       0.799 |        3.071 |        3.870
       1.258 |        2.589 |        3.847
       0.736 |        1.540 |        2.277
       0.837 |        2.693 |        3.530
       0.805 |        0.810 |        1.615
       1.135 |        1.079 |        2.213
       0.736 |        1.142 |        1.878
       0.677 |        0.973 |        1.650
       0.806 |        2.182 |        2.988
       0.759 |        2.592 |        3.351
       0.677 |        0.724 |        1.401
       0.825 |        0.766 |        1.591
       0.814 |        1.350 |        2.164
       0.763 |        2.274 |        3.037
       1.122 |        0.908 |        2.030
       0.782 |        1.206 |        1.988
       0.983 |        2.222 |        3.205
       0.976 |        1.206 |        2.183
       0.690 |        4.643 |        5.332
       0.805 |        4.319 |        5.125
       0.817 |        0.826 |        1.643
       0.734 |        3.094 |        3.828
       0.933 |        0.644 |        1.578
       1.134 |        5.051 |        6.186
       1.154 |        1.881 |        3.035
       0.921 |        4.378 |        5.299
       1.107 |        0.906 |        2.012
       0.799 |        2.201 |        3.001
       0.802 |        0.950 |        1.752
       0.836 |        1.329 |        2.165
       0.774 |        2.499 |        3.273
       1.143 |        1.154 |        2.297
       0.792 |        3.149 |        3.941
       1.284 |        1.747 |        3.030
       0.826 |        1.509 |        2.336
       0.851 |        2.632 |        3.483
       0.781 |        1.498 |        2.279
       0.843 |        5.638 |        6.482
       0.872 |        1.604 |        2.475
       0.937 |        0.910 |        1.847
       0.803 |        3.129 |        3.932
       0.894 |        1.749 |        2.643
       0.789 |        2.888 |        3.678
       0.801 |        1.532 |        2.333
       1.131 |        0.980 |        2.111
       0.876 |        0.758 |        1.633
       0.858 |        1.591 |        2.449
       0.883 |        1.094 |        1.977
       0.716 |        4.073 |        4.789
       0.848 |        0.775 |        1.622
       0.844 |        1.843 |        2.687
       1.059 |        0.780 |        1.840
       0.773 |        3.715 |        4.487
       0.974 |        1.996 |        2.971
       0.902 |        3.858 |        4.760
       1.138 |        0.667 |        1.806
       0.739 |        2.148 |        2.887
       0.813 |        0.818 |        1.631
       0.875 |        3.952 |        4.827
       0.737 |        0.376 |        1.113
       0.791 |        1.690 |        2.481
       1.105 |        0.867 |        1.972
       0.789 |        3.122 |        3.911
       0.913 |        2.223 |        3.136
       1.037 |        1.456 |        2.494
       1.003 |        1.559 |        2.561
       1.013 |        1.381 |        2.394
       1.494 |        3.394 |        4.888
       0.819 |        1.018 |        1.837
       1.099 |        2.798 |        3.897
       2.930 |        5.463 |        8.393
       0.758 |        1.085 |        1.843
       0.996 |        1.077 |        2.073
       0.906 |        1.521 |        2.428
       0.885 |        4.637 |        5.521
       0.799 |        2.210 |        3.009
       0.745 |        3.491 |        4.237
       0.972 |        1.716 |        2.688
       0.870 |        1.966 |        2.836
       0.858 |        6.001 |        6.859
       1.169 |        3.670 |        4.839
       0.920 |        1.562 |        2.482
       0.729 |        4.057 |        4.786
       0.817 |        3.280 |        4.097
       1.010 |        1.290 |        2.299
       0.869 |        2.160 |        3.029
       0.917 |        4.874 |        5.791
       0.678 |        3.362 |        4.041
       0.723 |        1.551 |        2.274
       0.889 |        1.219 |        2.108
       1.062 |        1.300 |        2.362
       0.798 |        3.024 |        3.822
       1.208 |        2.019 |        3.227
       1.270 |        4.323 |        5.593
       0.868 |        0.651 |        1.519
       0.772 |        0.580 |        1.351
       0.756 |        0.799 |        1.555
       0.779 |        5.373 |        6.152
       0.904 |        1.393 |        2.297
       0.815 |        0.724 |        1.540
       0.770 |        5.202 |        5.971
       1.213 |        1.373 |        2.586
       0.735 |        0.890 |        1.624
       1.124 |        1.661 |        2.786
       0.813 |        2.164 |        2.977
       0.847 |        0.750 |        1.598
       1.137 |        2.428 |        3.565
       0.872 |        3.345 |        4.217
       1.144 |        2.096 |        3.239
       0.785 |        2.512 |        3.297
       0.919 |        5.176 |        6.095
       1.039 |        4.461 |        5.501
       0.812 |        1.133 |        1.945
       0.862 |        0.944 |        1.807
       0.753 |        3.746 |        4.499
       1.154 |        0.909 |        2.063
       1.085 |        0.756 |        1.841
       0.790 |        0.771 |        1.561
       0.739 |        0.730 |        1.469
       0.804 |        2.772 |        3.577
       0.953 |        0.683 |        1.636
       0.839 |        1.705 |        2.544
       0.816 |        2.783 |        3.599
       0.883 |        3.599 |        4.482
       1.140 |        1.111 |        2.250
       0.756 |        2.518 |        3.274
       0.693 |        3.453 |        4.146
       0.690 |        1.023 |        1.713
       0.969 |        0.880 |        1.848
       0.892 |        2.552 |        3.443
       1.176 |        0.995 |        2.171
       0.876 |        3.257 |        4.133
       0.782 |        4.008 |        4.791
       1.042 |        1.709 |        2.750
       0.844 |        0.964 |        1.808
       0.857 |        2.145 |        3.002
       0.749 |        1.641 |        2.389
       0.758 |        4.153 |        4.911
       0.740 |        0.969 |        1.708
       0.666 |        1.909 |        2.575
       1.142 |        1.915 |        3.057
       0.961 |        1.501 |        2.463
       0.762 |        2.016 |        2.778
       0.853 |        0.859 |        1.713
       0.671 |        0.857 |        1.527
       0.862 |        0.767 |        1.629
       0.786 |        0.852 |        1.638
       0.804 |        0.872 |        1.675
       1.223 |        0.861 |        2.084
       0.851 |        1.927 |        2.778
       1.316 |        1.171 |        2.487
       1.187 |        1.324 |        2.512
       1.017 |        4.113 |        5.129
       0.983 |        3.769 |        4.752
       1.146 |        2.575 |        3.722
       0.943 |        1.378 |        2.321
       1.039 |        0.444 |        1.483
       0.751 |        1.984 |        2.735
